Accident_Index,Latitude,Longitude,Year,Month,Day,Hour,Speed_limit,Car_involved_in_accident,Motorcycle_involved_in_accident,Truck_involved_in_accident,Other_vehicle_involved_in_accident
201263DP10112,52.093497,-3.137079,2012,5,11,18,60,1,0,1,0
201263DP10412,52.613514,-3.21948,2012,5,12,20,60,0,1,0,0
201263DP11512,51.927116999999996,-3.6558650000000004,2012,6,24,16,60,0,0,0,1
201263DP19212,52.284419,-3.4159629999999996,2012,7,23,12,60,1,0,0,0
201263DP23012,51.809006,-3.4771699999999996,2012,7,26,15,60,1,0,0,0
201263DP29412,52.281723,-3.013769,2012,10,12,19,60,1,0,0,0
201263DP29912,52.575451,-3.5525330000000004,2012,10,24,11,60,1,0,0,1
201263DP33512,52.603241000000004,-3.186413,2012,10,17,14,60,0,1,0,1
201263DP37812,51.772240999999994,-3.7752769999999995,2012,12,8,8,30,1,0,0,0
201263DP38012,52.348371,-2.9787369999999997,2012,11,27,10,60,1,0,0,0
201291NH04478,58.234575,-6.391325,2012,8,20,15,30,1,0,0,0
201291NJ01908,58.535599,-3.278337,2012,2,12,19,60,1,0,0,0
201291NJ05643,58.377382,-3.1496630000000003,2012,4,28,15,60,1,1,0,0
201291NK01024,58.990545,-2.9899169999999997,2012,2,26,21,60,1,0,0,0
201291NK01480,58.966927,-2.977762,2012,3,26,10,60,1,0,0,0
201291NK02671,58.977391000000004,-2.947443,2012,6,2,20,30,1,0,0,0
201291NK03247,59.015211,-3.156413,2012,7,6,16,60,1,0,0,0
201291NM05090,57.269203000000005,-3.8091019999999998,2012,5,19,0,60,1,0,0,0
201291NM05840,56.956005000000005,-4.210311,2012,6,8,15,60,1,0,0,1
201291NN25230,57.383633999999994,-4.373756,2012,8,12,1,60,1,0,0,0
201291NN26957,57.33570699999999,-3.981013,2012,8,25,17,70,1,0,0,0
201291NN29881,57.155415000000005,-4.577064,2012,9,22,21,60,1,0,0,0
201291NP02428,56.67570500000001,-5.089213,2012,3,8,15,60,1,0,1,0
201291NP04638,56.888367,-4.751735,2012,5,1,18,60,1,1,0,0
201291NP04941,56.875774,-4.979305,2012,5,8,9,60,1,1,0,0
201291NP11392,57.466811,-5.587301999999999,2012,10,16,13,60,0,1,0,0
2012921200446,57.54755600000001,-2.827496,2012,2,2,10,60,1,0,0,1
2012921200670,57.155933999999995,-2.329913,2012,2,20,6,60,1,0,1,0
2012921200790,57.501415,-2.4219630000000003,2012,2,29,6,50,1,0,0,0
2012921200902,57.678033,-2.576432,2012,3,7,18,30,0,1,0,0
2012921201727,57.17332,-2.0793470000000003,2012,5,12,7,30,1,0,0,0
2012921201767,57.486740000000005,-2.5043599999999997,2012,5,16,6,60,1,1,0,0
2012921201793,57.053020999999994,-2.460715,2012,5,10,15,60,1,0,0,0
2012921202095,57.125424,-2.100882,2012,6,5,22,40,1,0,0,0
2012921202111,57.178416000000006,-2.187037,2012,6,7,15,30,0,1,0,0
2012921202595,57.156797999999995,-2.30777,2012,7,20,11,30,1,0,0,0
2012921202613,57.218687,-2.07547,2012,7,22,15,70,1,0,0,0
2012921202616,57.377662,-2.464113,2012,7,24,15,60,0,1,0,0
2012921202727,57.463786999999996,-2.79293,2012,8,4,15,60,1,0,0,0
2012921202995,57.17332,-2.0793470000000003,2012,8,27,14,30,1,0,0,0
2012921203080,57.593074,-3.707699,2012,8,30,21,50,1,0,0,0
2012921203114,57.298248,-2.871012,2012,9,2,11,60,1,1,0,0
2012921203566,57.170165000000004,-2.095381,2012,10,10,13,30,0,0,1,0
2012921203956,56.860163,-2.42997,2012,10,20,4,70,0,0,1,0
2012921204191,57.145139,-2.149521,2012,11,20,18,40,0,0,1,1
2012921204325,57.055526,-2.383921,2012,11,28,19,60,0,0,1,0
2012921204372,57.480792,-2.6970680000000002,2012,11,30,10,60,1,0,0,0
2012921204374,57.472586,-2.840774,2012,12,1,10,60,1,0,0,0
2012921204805,57.144833999999996,-2.176622,2012,12,27,16,30,1,0,0,0
2012930000017,56.710003,-2.4663150000000003,2012,12,1,13,30,1,0,0,0
2012930000020,56.501614000000004,-3.110811,2012,10,29,6,60,1,1,0,0
2012930000442,56.188508999999996,-3.543914,2012,1,9,16,40,0,0,1,0
2012930000947,56.398914000000005,-3.4581190000000004,2012,3,21,10,30,1,0,0,0
2012930001490,56.58119,-2.660568,2012,5,17,17,60,1,0,0,0
2012930001549,56.374793000000004,-3.446186,2012,5,23,12,70,1,0,1,0
2012930001556,56.80112,-4.039201,2012,6,1,2,60,0,0,1,0
2012930001558,56.625144999999996,-2.822689,2012,6,6,15,60,1,0,1,0
2012930001890,56.651587,-2.667996,2012,6,20,14,60,1,1,0,0
2012930002198,56.380221999999996,-4.021674,2012,8,22,11,60,1,1,0,0
2012930002239,56.51921899999999,-3.3962559999999997,2012,9,2,17,60,1,1,0,0
2012930002262,56.482091000000004,-2.927893,2012,9,26,11,30,0,0,1,0
2012930002306,56.569022,-3.6096769999999996,2012,9,29,18,60,0,0,0,1
2012930002307,56.395497999999996,-3.539969,2012,9,28,9,60,1,0,0,0
2012930002382,56.569287,-3.623848,2012,10,20,15,60,1,0,1,0
2012930002395,56.584855000000005,-3.622074,2012,11,1,15,60,1,0,0,0
2012930002559,56.47756,-2.932978,2012,11,13,14,40,1,0,1,0
2012941200029,56.092654,-3.316807,2012,1,5,7,60,1,0,0,0
2012941200146,56.204626,-3.200866,2012,1,21,3,40,1,0,0,0
2012941200229,56.099887,-3.3294330000000003,2012,2,4,11,60,1,0,1,0
2012941200727,56.091243999999996,-3.2087470000000002,2012,4,27,7,60,1,0,0,0
2012941201574,56.353437,-2.851784,2012,9,26,14,60,1,0,0,0
2012941201992,56.133901,-3.145239,2012,11,27,18,40,1,0,0,0
2012950000032,55.719739000000004,-2.640063,2012,1,1,19,60,1,0,0,0
2012950000083,55.918395999999994,-3.259048,2012,1,5,7,40,1,0,1,1
2012950000767,55.875803000000005,-3.653924,2012,2,6,11,60,1,0,1,0
2012950000799,55.940514,-3.2839410000000004,2012,2,7,18,30,1,0,0,0
2012950000829,55.631783999999996,-2.8325669999999996,2012,2,8,17,60,1,0,0,0
2012950001342,55.945616,-3.241996,2012,3,5,9,30,0,0,0,1
2012950001392,55.950542000000006,-3.31294,2012,3,7,19,30,1,0,0,0
2012950001506,55.909416,-3.1384540000000003,2012,3,12,17,30,1,0,0,0
2012950001808,55.869542,-3.723821,2012,3,30,1,70,1,0,1,0
2012950001921,55.17801899999999,-2.814445,2012,4,2,22,30,1,0,0,0
2012950001954,55.959066,-3.226889,2012,4,5,12,30,0,0,0,1
2012950002993,55.495837,-3.448946,2012,5,30,13,60,1,0,0,0
2012950003015,55.775859999999994,-3.216344,2012,5,30,21,60,1,0,0,0
2012950003055,55.917607999999994,-3.136774,2012,6,3,0,40,0,0,0,1
2012950003582,55.905446,-3.080433,2012,6,29,23,70,0,0,1,0
2012950004131,55.979755000000004,-3.1786630000000002,2012,7,29,1,30,1,0,0,0
2012950004316,55.664914,-3.194936,2012,8,6,16,60,1,0,0,1
2012950004425,55.893789,-3.527711,2012,8,12,8,30,0,0,0,1
2012950004597,55.909144999999995,-3.619986,2012,8,23,22,60,1,0,0,0
2012950004798,55.952586,-3.4046190000000003,2012,9,1,14,30,0,0,0,1
2012950004800,55.836434,-2.134242,2012,9,1,11,60,0,1,0,1
2012950005250,55.949709999999996,-3.14396,2012,9,22,12,30,1,0,0,0
2012950005365,55.610291000000004,-3.056428,2012,9,27,13,60,1,0,0,1
2012950005399,55.945896999999995,-3.186121,2012,9,29,16,30,1,0,0,0
2012950005400,55.86878000000001,-3.6616160000000004,2012,9,29,23,30,1,0,0,0
2012950006948,55.9562,-3.198609,2012,12,8,1,30,1,0,0,0
2012950006987,55.881783999999996,-3.339393,2012,12,10,11,30,1,0,0,0
2012950007296,55.759744,-2.762624,2012,12,23,14,60,1,0,1,0
2012950007317,55.838763,-2.915387,2012,12,24,7,60,1,0,0,0
2012961200229,56.018795,-3.7182720000000002,2012,1,30,11,30,0,0,0,1
2012961200688,56.433935999999996,-4.382512999999999,2012,4,22,11,60,1,0,0,1
2012961200726,56.010718000000004,-3.631453,2012,4,28,21,30,0,1,0,0
2012961200970,55.995891,-3.935814,2012,5,29,9,70,0,0,1,0
2012961201080,56.08526,-3.904292,2012,6,16,8,60,1,0,0,0
2012961201189,56.121889,-4.019683000000001,2012,6,29,23,60,1,0,0,0
2012961201367,56.002568999999994,-3.8934860000000002,2012,7,26,21,30,1,0,0,0
2012961201420,55.987086,-3.5333120000000005,2012,8,4,12,60,1,1,0,0
2012961201548,55.980801,-3.853472,2012,8,22,15,60,1,0,0,0
2012961201591,56.075846999999996,-4.393305000000001,2012,8,28,14,60,1,0,0,0
2012961201821,56.003446,-3.5686,2012,10,1,16,60,0,1,0,1
2012961202080,56.0151,-3.6056489999999997,2012,11,6,11,30,1,0,0,0
2012961202135,56.045228,-3.7931410000000003,2012,11,13,17,70,0,1,0,0
2012961202179,56.006983,-3.784311,2012,11,18,12,30,1,0,0,0
201297AB00708,55.863717,-4.26117,2012,8,10,11,30,0,0,1,0
201297AD00705,55.87079,-4.310975,2012,5,9,14,30,1,0,0,0
201297BC01410,55.897813,-4.199808999999999,2012,10,26,11,30,1,0,0,0
201297BE01901,55.892351,-4.287466,2012,1,20,15,30,1,0,0,0
201297BE70104,55.879749,-4.254428,2012,4,21,22,30,1,0,0,0
201297GA70405,55.845946999999995,-4.350876,2012,5,14,10,30,1,0,0,0
201297GC01704,55.790690000000005,-4.278312000000001,2012,4,17,10,30,0,0,1,0
201297GC99901,55.75319399999999,-4.26465,2012,1,3,12,30,1,0,0,0
201297GE70103,55.840348,-4.256298999999999,2012,3,31,8,30,0,0,0,1
201297KA01212,55.824433,-4.462782,2012,12,6,20,30,1,0,0,0
201297KA03702,55.845752000000005,-4.421156,2012,2,16,9,30,0,0,1,0
201297KB00306,55.833206000000004,-4.4912849999999995,2012,6,5,10,30,0,0,0,1
201297KB01201,55.836256999999996,-4.509208999999999,2012,1,12,12,30,1,0,0,0
201297KB02005,55.920711,-4.597581,2012,5,24,7,60,0,0,0,1
201297KB40407,55.92501600000001,-4.585222,2012,7,7,14,70,1,0,0,0
201297KB70101,55.857845999999995,-4.539047,2012,1,9,6,30,1,0,0,0
201297KB70106,55.844912,-4.485804,2012,6,2,22,70,1,0,0,0
201297LA00411,55.917642,-4.40355,2012,11,2,20,50,1,0,0,0
201297LA02606,55.921556,-4.410195,2012,6,16,3,30,1,0,0,0
201297LA03302,55.910766,-4.4287279999999996,2012,2,14,17,30,1,0,0,0
201297LB70406,56.551460999999996,-5.302872,2012,6,20,15,60,1,0,0,0
201297LB70409,56.23404,-5.046603,2012,9,22,15,60,1,1,0,0
201297LB70608,55.911174,-5.421379,2012,8,20,20,60,1,0,0,0
201297LB70708,56.429678,-5.459901,2012,8,25,4,60,1,0,0,0
201297NC00108,55.95776899999999,-3.9765230000000003,2012,8,1,12,50,1,0,0,0
201297NE00210,55.825389,-3.7887589999999998,2012,10,2,4,60,1,0,0,0
201297NE03103,55.795476,-3.848646,2012,3,31,9,60,1,0,0,0
201297NE99905,55.78647900000001,-3.8731,2012,5,8,22,30,0,0,1,0
201297QA01502,55.759036,-4.180192,2012,2,11,18,50,1,0,0,0
201297QB03709,55.782340000000005,-4.101274,2012,9,19,21,60,1,0,1,0
201297QB04603,55.793901,-4.092644,2012,3,29,10,30,0,0,1,0
201297QB06110,55.821113000000004,-4.0832489999999995,2012,10,29,17,30,1,0,0,0
201297QB70102,55.76529,-3.991798,2012,2,1,7,70,0,0,1,0
201297QC00606,55.65753,-3.5569620000000004,2012,6,5,15,60,0,1,0,1
201297QC03906,55.66149300000001,-3.5703150000000003,2012,6,26,16,60,1,0,1,0
201297QC04406,55.673030000000004,-3.772417,2012,6,28,14,30,0,0,0,1
201297QD00312,55.836705,-4.209453,2012,12,5,23,30,1,0,0,0
201297UA02208,55.662519999999994,-4.715609,2012,8,9,12,30,1,0,0,0
201297UA70111,55.75176,-4.574701,2012,11,4,15,60,1,0,0,0
201297UC03310,55.611247999999996,-4.567069999999999,2012,10,26,21,60,1,0,0,0
201297UC40810,55.372797,-4.496511,2012,10,11,13,60,1,0,0,0
201297UC70107,55.607445,-4.329914,2012,7,1,2,60,1,0,0,0
201297UD02102,55.478874,-4.574122,2012,2,11,17,60,1,0,0,0
201297UD20103,55.33909499999999,-4.723393,2012,3,1,11,60,1,0,0,1
201297UD70307,55.249877000000005,-4.8202050000000005,2012,7,28,3,60,1,0,0,0
2012981121712,54.834127,-4.458933999999999,2012,11,3,6,30,1,0,0,0
2012982106612,55.146480000000004,-4.191539,2012,6,1,18,60,1,0,0,0
2012982112112,54.957315,-3.957245,2012,10,23,18,60,0,1,0,0
2012983123912,55.274212,-3.776332,2012,7,23,22,60,1,0,0,0
2012984108012,54.992748,-3.126112,2012,3,5,14,60,1,0,1,0
2012984139512,55.027375,-3.3033949999999996,2012,12,4,7,60,1,0,1,0
201301CP00228,51.513627,-0.076917,2013,9,15,7,30,0,0,0,1
201301TD00004,51.486139,-0.12315799999999999,2013,1,12,23,30,1,0,0,0
201301TD00006,51.53441,-0.094065,2013,1,23,10,30,0,0,1,0
201301TD00007,51.541373,0.11360799999999999,2013,1,26,3,30,1,0,0,1
201301TD00008,51.479393,-0.428889,2013,2,1,5,30,0,0,1,1
201301TD00011,51.569396000000005,0.008122,2013,2,9,6,30,1,0,0,1
201301TD00012,51.327949,-0.106084,2013,2,16,4,30,1,0,0,0
201301TD00013,51.616040000000005,-0.26051799999999997,2013,2,22,19,30,1,0,0,0
201301TD00014,51.557688,-0.285538,2013,2,25,16,30,1,0,0,0
201301TD00015,51.487398999999996,-0.203625,2013,3,4,21,30,1,1,0,0
201301TD00016,51.413678000000004,0.00057,2013,3,10,14,30,1,1,0,0
201301TD00017,51.537735,-0.002069,2013,3,3,0,30,1,0,0,0
201301TD00022,51.397517,-0.092717,2013,3,19,14,30,1,0,0,0
201301TD00024,51.562453999999995,0.121511,2013,3,5,19,30,0,0,1,0
201301TD00026,51.584497,-0.071905,2013,3,4,3,30,1,0,0,0
201301TD00027,51.487899,-0.076415,2013,3,24,4,30,1,0,0,0
201301TD00028,51.564924,-0.263912,2013,3,23,22,30,1,0,0,0
201301TD00030,51.523369,-0.197741,2013,3,27,13,30,0,0,1,0
201301TD00031,51.452125,-0.002211,2013,3,25,13,30,1,0,0,0
201301TD00032,51.579337,-0.08078300000000001,2013,3,29,23,40,1,0,0,0
201301TD00034,51.589677,-0.199882,2013,3,25,22,30,1,0,0,0
201301TD00035,51.363734,-0.078032,2013,3,7,19,30,1,0,0,0
201301TD00037,51.496916999999996,-0.139283,2013,4,8,8,30,0,0,1,1
201301TD00038,51.488915000000006,-0.111232,2013,4,5,12,30,0,0,1,0
201301TD00041,51.461736,-0.115522,2013,3,30,21,30,0,0,1,0
201301TD00042,51.519921000000004,-0.172508,2013,4,16,7,30,1,0,0,1
201301TD00044,51.484558,-0.053798,2013,1,6,18,30,1,0,0,0
201301TD00045,51.449708,-0.20870300000000003,2013,1,3,11,30,1,1,0,0
201301TD00047,51.472467,-0.01385,2013,4,25,13,30,0,0,1,0
201301TD00048,51.559943,-0.11593599999999998,2013,5,1,16,30,1,0,0,0
201301TD00049,51.622049,-0.265489,2013,5,5,22,50,1,0,0,0
201301TD00050,51.539401,-0.085781,2013,5,9,1,30,0,1,0,1
201301TD00051,51.574965999999996,0.090775,2013,5,13,23,30,1,0,0,0
201301TD00052,51.446934999999996,-0.129083,2013,5,14,15,30,0,0,1,0
201301TD00053,51.649668,-0.171486,2013,3,4,18,30,1,0,0,0
201301TD00054,51.44044,-0.06143099999999999,2013,5,23,12,30,0,1,1,0
201301TD00055,51.515178000000006,0.00761,2013,5,14,6,50,1,1,0,1
201301TD00058,51.536772,-0.192165,2013,5,30,23,30,1,0,0,0
201301TD00060,51.592290000000006,-0.18851700000000002,2013,6,5,0,50,0,0,0,1
201301TD00061,51.480518,-0.432307,2013,6,6,21,40,1,1,0,0
201301TD00062,51.364649,-0.09552000000000001,2013,6,9,13,30,1,1,0,0
201301TD00063,51.648548,-0.030012999999999998,2013,6,9,3,30,1,0,1,0
201301TD00065,51.481809000000005,0.059722000000000004,2013,6,18,17,30,1,0,0,0
201301TD00066,51.517848,-0.027875999999999998,2013,6,18,22,30,1,0,0,0
201301TD00067,51.337796999999995,-0.308831,2013,6,4,4,30,1,0,0,0
201301TD00068,51.458071000000004,0.193394,2013,6,21,5,40,1,0,0,0
201301TD00069,51.515801,-0.401405,2013,6,20,21,50,0,1,0,0
201301TD00070,51.464477,-0.014629,2013,6,24,7,30,1,0,0,1
201301TD00071,51.519841,-0.22584400000000002,2013,6,29,20,30,1,0,0,0
201301TD00072,51.569043,0.144906,2013,6,29,21,30,1,0,0,0
201301TD00074,51.515079,-0.072243,2013,7,5,19,30,0,0,1,1
201301TD00075,51.419273,-0.08677699999999999,2013,7,7,9,30,0,1,0,0
201301TD00076,51.482595,-0.218793,2013,7,8,10,30,0,0,1,0
201301TD00077,51.517558,-0.11970399999999999,2013,7,15,9,30,0,0,1,1
201301TD00078,51.532876,-0.400663,2013,7,15,12,30,1,0,0,0
201301TD00079,51.556645,0.245166,2013,7,16,15,30,1,0,0,0
201301TD00080,51.608824,-0.08575,2013,7,18,12,30,1,1,0,0
201301TD00081,51.559145,-0.0077670000000000005,2013,7,25,16,30,0,1,0,0
201301TD00082,51.580360999999996,0.160307,2013,8,4,9,50,0,1,0,0
201301TD00083,51.522684000000005,-0.153657,2013,7,27,18,30,0,1,0,0
201301TD00084,51.572927,-0.140654,2013,8,5,9,30,0,0,1,1
201301TD00085,51.414524,-0.093303,2013,8,1,11,30,1,0,0,0
201301TD00086,51.511944,-0.139824,2013,7,25,17,30,0,0,0,1
201301TD00087,51.542215999999996,-0.076433,2013,8,7,21,30,1,1,0,0
201301TD00088,51.496938,-0.282056,2013,8,12,1,30,0,1,0,0
201301TD00089,51.545697,0.113231,2013,8,10,22,30,1,0,0,0
201301TD00090,51.319022,-0.126974,2013,8,2,23,30,1,0,0,0
201301TD00091,51.516084,-0.203506,2013,8,8,4,30,0,0,0,1
201301TD00092,51.495269,-0.260365,2013,8,8,19,30,0,0,0,1
201301TD00093,51.444565999999995,-0.023119999999999998,2013,8,17,9,30,0,0,1,0
201301TD00094,51.451621,-0.216256,2013,8,7,10,30,1,1,0,0
201301TD00095,51.538055,-0.1937,2013,6,29,17,30,0,1,0,0
201301TD00097,51.585714,-0.13609000000000002,2013,8,27,20,30,1,1,0,0
201301TD00098,51.429493,-0.046645,2013,8,25,6,30,1,0,0,0
201301TD00099,51.618093,-0.108328,2013,8,24,3,30,1,0,0,1
201301TD00100,51.6812,-0.14085,2013,8,24,1,30,1,0,0,1
201301TD00101,51.395628,0.025227,2013,8,31,3,30,1,0,0,0
201301TD00102,51.384699,0.114428,2013,8,31,10,30,0,0,0,1
201301TD00103,51.440985,-0.08918,2013,9,4,9,30,0,0,1,1
201301TD00105,51.57728,0.020304,2013,9,8,21,30,1,1,0,0
201301TD00106,51.440309,-0.10849,2013,9,13,4,30,0,1,0,1
201301TD00107,51.365107,-0.16359400000000002,2013,9,16,9,30,0,0,1,0
201301TD00108,51.573907,0.178618,2013,9,18,7,30,1,0,0,0
201301TD00111,51.383353,-0.191894,2013,9,20,0,40,1,0,0,0
201301TD00112,51.529009,-0.355097,2013,9,20,16,30,1,0,0,0
201301TD00113,51.474887,-0.040098,2013,9,15,21,30,1,0,0,0
201301TD00114,51.506321,-0.2598,2013,9,20,19,30,0,1,0,0
201301TD00116,51.362902000000005,-0.071171,2013,10,1,9,30,1,0,0,0
201301TD00117,51.599901,-0.068075,2013,10,1,18,30,1,0,0,1
201301TD00119,51.58813,-0.252201,2013,6,25,13,30,1,0,0,0
201301TD00121,51.502114,-0.10996600000000001,2013,10,6,1,30,0,0,0,1
201301TD00122,51.552713,-0.07497999999999999,2013,10,5,17,30,0,0,0,1
201301TD00123,51.319022,-0.126974,2013,10,8,20,30,1,0,0,0
201301TD00125,51.568191,-0.086592,2013,10,12,14,30,1,0,0,1
201301TD00126,51.538789,-0.081336,2013,10,13,23,30,1,0,0,0
201301TD00127,51.523258,0.09575800000000001,2013,10,14,10,30,0,0,1,0
201301TD00128,51.609365000000004,-0.240986,2013,10,15,18,50,1,0,0,1
201301TD00129,51.362691999999996,-0.031532,2013,10,25,18,30,0,1,0,0
201301TD00130,51.601821,-0.235646,2013,10,26,18,50,0,1,0,0
201301TD00131,51.50935,-0.025216,2013,10,24,21,40,1,0,0,0
201301TD00132,51.358361,0.03766,2013,10,24,23,40,1,0,0,0
201301TD00133,51.485618,-0.307544,2013,10,28,16,30,1,0,0,0
201301TD00134,51.682558,-0.058048,2013,10,29,12,70,0,0,1,0
201301TD00135,51.522403000000004,-0.042094,2013,11,5,16,30,0,0,0,1
201301TD00136,51.371846999999995,-0.106859,2013,11,9,9,40,0,1,0,1
201301TD00137,51.518929,-0.12108900000000002,2013,11,5,18,30,0,0,0,1
201301TD00138,51.375091,-0.090632,2013,11,12,12,30,0,0,0,1
201301TD00139,51.529569,-0.013672,2013,11,13,8,30,0,0,0,1
201301TD00140,51.515161,-0.07180800000000001,2013,11,13,23,30,0,0,0,1
201301TD00141,51.449492,-0.241957,2013,11,15,16,30,1,0,0,0
201301TD00142,51.577048,0.18382,2013,11,15,14,30,0,0,0,1
201301TD00143,51.483142,-0.14963800000000002,2013,11,18,1,30,1,1,0,0
201301TD00144,51.482259,-0.094512,2013,11,18,12,30,0,0,0,1
201301TD00145,51.552726,0.046479,2013,11,20,7,30,1,0,0,0
201301TD00146,51.544757000000004,-0.08887300000000001,2013,11,17,1,30,1,0,0,0
201301TD00147,51.489962,-0.20654899999999998,2013,11,21,16,30,0,0,1,0
201301TD00148,51.465948,-0.114628,2013,11,27,11,30,0,0,1,0
201301TD00149,51.391777000000005,-0.06622,2013,12,1,16,30,1,0,0,0
201301TD00150,51.586509,0.006567,2013,12,8,1,30,1,0,0,0
201301TD00151,51.503640000000004,-0.07661699999999999,2013,12,10,14,30,0,1,0,0
201301TD00152,51.424822999999996,0.058021,2013,12,14,10,30,1,0,0,0
201301TD00153,51.427946999999996,-0.168125,2013,12,16,18,30,0,0,0,1
201301TD00155,51.496014,-0.15041300000000002,2013,12,17,18,30,0,0,0,1
201301TD00156,51.627881,-0.326527,2013,12,18,12,30,1,0,0,1
201301TD00157,51.613105,-0.122546,2013,12,23,0,40,1,0,1,0
201301TD09017,51.585747999999995,-0.273512,2013,12,31,12,30,1,0,0,1
2013030000078,54.643832999999994,-3.551757,2013,1,15,17,30,1,0,0,0
2013030000420,54.216811,-2.7219580000000003,2013,2,25,8,70,1,0,1,0
2013030000472,54.750572,-2.793414,2013,3,4,17,60,0,1,0,0
2013030000501,54.648079,-2.743064,2013,3,7,23,60,1,0,0,0
2013030000524,54.860234999999996,-2.881406,2013,3,9,14,50,0,0,1,0
2013030000602,54.32247099999999,-2.742411,2013,3,23,22,30,1,0,0,0
2013030000710,54.85719,-2.879937,2013,4,5,7,60,0,0,1,0
2013030000712,54.829547999999996,-3.163754,2013,4,5,10,50,1,0,1,0
2013030000813,54.21401899999999,-2.643703,2013,4,20,13,40,1,0,0,0
2013030000923,54.17714300000001,-3.134328,2013,5,1,17,60,1,0,0,1
2013030001152,54.76879,-3.227918,2013,6,3,5,60,1,0,1,0
2013030001460,54.416293,-2.40293,2013,7,14,16,60,0,1,0,1
2013030001476,54.157743,-3.073919,2013,7,13,9,60,1,0,0,0
2013030001807,54.175404,-3.137651,2013,8,2,5,60,1,0,1,0
2013030001900,54.904789,-3.1896299999999997,2013,9,4,9,60,1,0,0,0
2013030002162,54.73836800000001,-3.4135489999999997,2013,10,2,5,40,1,0,0,0
2013030002220,54.662601,-2.870145,2013,10,3,23,60,1,0,0,0
2013030002280,54.77134,-2.845429,2013,10,18,23,70,0,0,1,0
2013030002351,54.321690000000004,-2.332666,2013,10,24,13,60,1,1,0,0
2013030002362,54.365708999999995,-2.594975,2013,10,28,11,70,1,0,0,0
2013030002496,54.457314000000004,-3.517695,2013,11,7,6,60,0,1,1,0
2013030002507,54.300796,-2.759232,2013,11,10,21,70,1,0,0,0
2013030002508,54.103202,-3.130933,2013,11,10,9,60,1,0,0,0
2013030002873,54.241319,-2.711645,2013,12,15,0,60,1,0,0,0
201304AM13056,53.77661,-3.056577,2013,6,1,10,30,1,0,0,0
201304AM13069,53.801767000000005,-3.016363,2013,6,10,20,30,1,1,0,0
201304AM13130,53.794035,-3.0058529999999997,2013,9,25,13,40,1,0,0,0
201304AM13151,53.798875,-3.0493930000000002,2013,10,17,21,30,1,0,0,0
201304BA13018,54.04715699999999,-2.793059,2013,2,13,17,20,0,0,0,1
201304BA13060,54.050741,-2.801604,2013,5,16,9,30,1,0,0,1
201304BA13078,53.994319,-2.845504,2013,6,25,13,30,1,0,0,1
201304BA13121,54.031378000000004,-2.754742,2013,9,18,10,60,1,0,0,0
201304BC13004,53.92422,-2.7803259999999996,2013,1,4,19,50,1,0,1,0
201304BC13078,53.872177,-2.810353,2013,5,12,18,50,1,0,0,0
201304BC13167,53.857162,-2.980759,2013,9,14,18,40,1,0,0,0
201304BC13174,53.911586,-2.778476,2013,9,26,22,50,1,0,0,1
201304BC13204,53.904852000000005,-3.031544,2013,11,4,17,30,1,0,0,0
201304CA13075,53.63306899999999,-2.613216,2013,4,7,11,40,1,0,0,0
201304CJ13086,53.681096,-2.933331,2013,5,31,9,40,1,1,0,0
201304CJ13209,53.575084999999994,-2.884509,2013,10,24,7,40,1,1,0,0
201304CL13020,53.688301,-2.6819189999999997,2013,2,12,14,30,1,0,1,0
201304CL13056,53.684025,-2.7198849999999997,2013,4,2,11,50,1,0,0,0
201304CL13061,53.699362,-2.743003,2013,4,5,0,60,1,0,0,0
201304CL13241,53.695468999999996,-2.681202,2013,11,14,14,30,1,1,0,0
201304EL13002,53.791771,-2.348132,2013,1,1,7,30,0,1,0,0
201304EL13095,53.718761,-2.425479,2013,6,10,15,40,1,0,0,0
201304EN13020,53.768148,-2.540235,2013,3,11,16,50,1,0,0,0
201304EN13029,53.848707,-2.395711,2013,4,11,19,50,1,0,0,0
201304EN13034,53.872386999999996,-2.3914169999999997,2013,5,3,12,30,1,0,0,1
201304EN13072,53.958851,-2.258994,2013,7,19,0,50,0,0,0,1
201304EN13093,53.957981999999994,-2.564907,2013,9,5,11,60,0,0,0,1
201304EN13113,53.905822,-2.3448029999999997,2013,10,26,4,60,1,0,0,0
201304EN13142,53.932804000000004,-2.341644,2013,12,17,13,60,1,1,0,0
201304FL13002,53.689662,-2.30607,2013,1,14,20,70,1,0,0,0
201304FL13014,53.658378000000006,-2.314907,2013,3,7,20,30,1,0,0,0
201304FL13025,53.702741,-2.357773,2013,4,21,1,50,1,0,0,0
201304TA13063,53.787013,-2.280595,2013,4,10,3,70,1,0,0,0
201304TA13087,54.132208,-2.751462,2013,5,30,17,70,1,0,1,0
201304TA13175,53.640843999999994,-2.692422,2013,11,10,21,70,1,0,0,0
201304TA13188,53.781161,-2.3304099999999996,2013,11,23,22,70,1,0,0,1
201305AA01642,53.386747,-3.037681,2013,2,22,10,30,1,0,0,0
201305AA02235,53.375144999999996,-3.019586,2013,4,12,22,30,1,0,0,0
201305AA03520,53.355337,-3.046128,2013,7,16,10,30,1,0,0,0
201305AA04723,53.388242000000005,-3.028996,2013,10,20,22,30,1,0,0,0
201305BB02307,53.464776,-3.0164150000000003,2013,4,19,7,30,0,0,1,0
201305BB04587,53.53645699999999,-3.045292,2013,10,7,11,60,1,0,0,1
201305BB05338,53.642523,-3.015299,2013,11,28,14,30,1,0,0,0
