Accident_Index,Latitude,Longitude,Year,Month,Day,Hour,Speed_limit,Car_involved_in_accident,Motorcycle_involved_in_accident,Truck_involved_in_accident,Other_vehicle_involved_in_accident
2005530180594,51.863433,-2.478913,2005,1,15,14,40,1,0,0,0
2005530180964,51.676846999999995,-1.9688729999999999,2005,2,12,8,60,1,0,1,0
2005530180968,51.844177,-2.1465799999999997,2005,2,12,6,40,0,1,0,0
2005530181055,51.956131,-2.3805080000000003,2005,1,29,0,60,1,0,0,0
2005530181222,51.859972,-1.916035,2005,3,6,2,60,1,0,0,0
2005530181258,51.827174,-2.211822,2005,3,4,19,70,1,0,0,0
2005530181299,51.823747999999995,-2.585718,2005,3,2,22,60,1,0,0,0
2005530181524,51.907461,-2.057241,2005,3,29,18,30,1,0,0,0
2005530181798,51.667463,-1.907282,2005,4,23,7,50,0,1,1,0
2005530181812,51.929806,-1.72262,2005,4,21,10,30,1,0,0,0
2005530181919,51.810394,-2.539128,2005,4,27,8,60,1,0,0,0
2005530181975,51.732447,-2.346046,2005,4,27,14,70,1,0,0,0
2005530182126,51.909262,-2.212354,2005,3,21,19,50,1,0,0,0
2005530182136,51.726078,-2.229882,2005,4,1,10,40,1,0,0,0
2005530182140,51.764326000000004,-2.601468,2005,5,7,18,30,1,0,0,0
2005530182252,51.82757,-1.8094419999999998,2005,5,16,13,60,1,0,1,0
2005530182272,51.942195,-1.866856,2005,1,25,12,60,1,0,0,1
2005530182282,51.916585,-2.120063,2005,3,12,11,40,0,0,0,1
2005530182283,51.793879,-1.694019,2005,3,31,11,60,1,0,0,0
2005530182334,51.834063,-2.1022830000000003,2005,5,25,17,60,1,0,1,0
2005530182403,51.852449,-2.325478,2005,5,27,22,50,0,1,0,1
2005530182507,51.894032,-2.230738,2005,6,8,19,40,1,1,0,0
2005530182990,51.99208,-2.002298,2005,7,18,7,60,1,1,0,0
2005530183167,51.864676,-2.019573,2005,8,3,18,50,1,0,0,0
2005530183173,51.830484999999996,-2.165691,2005,8,3,21,60,1,0,0,1
2005530183183,51.729989,-2.52427,2005,8,4,22,30,1,1,0,0
2005530183433,51.883052,-2.11576,2005,8,30,19,30,0,0,0,1
2005530183496,51.877716,-2.251282,2005,9,10,13,60,1,0,0,0
2005530184025,51.792559999999995,-2.54602,2005,10,14,20,60,1,0,0,0
2005530184135,51.714719,-2.284828,2005,10,22,15,60,1,0,0,0
2005530184177,51.710384000000005,-2.385968,2005,10,26,13,60,1,0,1,0
2005530184199,51.958386,-2.282149,2005,12,10,15,50,1,0,0,1
2005530184200,51.82492,-2.507669,2005,12,11,14,30,1,1,0,0
2005530184282,51.782598,-2.457472,2005,11,6,10,60,1,0,0,0
2005530184294,51.841277000000005,-2.218711,2005,11,5,19,30,1,0,0,0
2005530184317,51.702841,-1.750491,2005,11,10,16,60,1,1,0,0
2005530184324,51.831746,-2.364076,2005,12,13,17,50,1,0,0,1
2005530184497,51.747184000000004,-1.717801,2005,11,27,0,60,1,0,0,0
2005530184588,51.804234,-2.621434,2005,12,3,0,40,1,0,0,0
2005530184633,51.800409,-2.283482,2005,12,10,19,70,1,0,0,0
2005530184819,51.847283000000004,-2.2283209999999998,2005,12,25,1,40,1,0,0,0
200554AH22405,51.470136,-1.7098669999999998,2005,5,9,15,60,0,0,1,0
200554AH23705,51.350094,-1.6750150000000001,2005,5,16,16,60,1,0,0,0
200554AL51205,51.261338,-1.642391,2005,9,24,11,60,1,0,0,0
200554AM15905,51.221767,-1.945268,2005,4,2,13,60,1,1,0,0
200554AM31105,51.225455,-1.949846,2005,6,21,21,60,0,1,0,0
200554AM38105,51.185099,-1.8606080000000003,2005,7,20,7,60,1,1,0,0
200554AM40805,51.189839,-1.6689880000000001,2005,8,4,22,60,0,0,1,1
200554AM44705,51.180983000000005,-1.721128,2005,8,27,8,70,0,1,0,0
200554AN36405,51.081496,-1.963136,2005,7,18,17,60,1,0,0,0
200554AN64205,51.099503000000006,-1.869434,2005,12,3,17,60,1,0,0,0
200554AT24705,51.075804999999995,-2.168263,2005,5,18,20,60,1,0,0,0
200554AT28105,51.110665999999995,-2.11882,2005,6,11,15,60,1,0,0,0
200554AT28605,51.102852,-2.181501,2005,6,14,8,60,1,0,0,0
200554CE17705,51.423182000000004,-2.0628189999999997,2005,3,28,0,60,1,0,0,0
200554CE46405,51.445768,-2.0087450000000002,2005,8,8,16,30,1,0,0,1
200554CE66105,51.438564,-2.048884,2005,11,18,7,60,1,0,0,0
200554CK29905,51.573102,-1.8651959999999999,2005,5,16,14,30,1,0,0,0
200554CK51305,51.673209,-1.896714,2005,9,6,0,50,1,0,0,0
200554CM05805,51.357421,-2.105239,2005,1,28,1,60,1,0,0,0
200554CP23605,51.457933000000004,-2.122166,2005,4,21,12,30,0,0,0,1
200554CP43405,51.5077,-2.069851,2005,7,28,6,60,1,0,1,0
200554CR49505,51.183263000000004,-2.084382,2005,8,27,17,60,1,1,0,0
200554CS24205,51.445570000000004,-2.159402,2005,4,29,22,60,1,0,0,1
200554CS24805,51.429123,-2.294556,2005,4,22,17,60,1,0,0,0
200554CS40905,51.429202000000004,-2.1610709999999997,2005,7,7,16,60,1,0,0,0
200554CT31605,51.304765,-2.21156,2005,6,1,6,30,1,0,0,0
200554CW15305,51.247972999999995,-2.189379,2005,3,12,13,30,0,1,0,1
200554CY30905,51.566842,-2.1002389999999997,2005,5,28,4,60,1,0,0,0
200554CY57305,51.662453,-2.052305,2005,10,6,12,60,1,0,1,0
200554CY71905,51.613669,-2.120418,2005,12,20,9,60,1,0,0,0
200554DC31105,51.566324,-1.782402,2005,7,31,18,30,1,1,0,0
200554DH21405,51.549944,-1.6619110000000001,2005,5,25,19,60,1,0,0,0
200554DH33505,51.552526,-1.720593,2005,8,16,5,70,0,0,1,1
200554DW14205,51.54656,-1.851286,2005,4,8,16,50,1,1,0,0
200554MA02305,51.540778,-1.831406,2005,2,26,6,50,1,0,0,0
200554MB04205,51.509519,-1.615667,2005,4,19,23,70,1,0,1,0
2005555B01419,50.727975,-1.834198,2005,3,30,8,30,1,1,0,0
2005555B01637,50.723678,-1.8485220000000002,2005,4,15,12,30,1,0,0,0
2005555B01925,50.731705,-1.803437,2005,5,3,9,30,1,0,1,0
2005555B02878,50.747544,-1.878353,2005,6,24,17,30,1,0,0,0
2005555B03774,50.7291,-1.8697580000000003,2005,8,11,22,30,0,0,0,1
2005555B05168,50.752642,-1.853957,2005,10,25,13,30,1,1,0,0
2005555B05556,50.735178999999995,-1.841116,2005,11,13,2,30,1,0,0,0
2005555B06349,50.75175,-1.8599139999999998,2005,12,21,6,30,1,0,0,1
2005555E00342,50.822874,-1.972284,2005,1,22,22,60,1,0,0,0
2005555E00867,50.89203,-2.0117689999999997,2005,2,23,6,60,1,0,1,0
2005555E01037,51.007961,-2.1949560000000004,2005,3,3,17,30,1,0,0,1
2005555E01099,50.778478,-1.8096240000000001,2005,3,9,23,70,1,0,1,0
2005555E01515,51.005162,-2.287587,2005,4,5,7,30,0,1,1,0
2005555E02407,50.811096,-2.205207,2005,5,30,12,60,1,0,0,0
2005555E03790,50.743106,-2.148784,2005,8,12,17,60,1,0,0,0
2005555E04839,50.92116,-2.039519,2005,10,7,19,30,1,0,0,0
2005555E05599,50.893578999999995,-2.193483,2005,11,15,8,60,1,1,0,1
2005555E06282,50.809471,-1.9603700000000002,2005,12,17,17,30,1,0,0,0
2005555E06406,50.821785,-2.054626,2005,12,24,7,60,1,0,0,0
2005555P00360,50.72934,-1.946127,2005,1,23,18,30,1,0,0,0
2005555P00588,50.73897,-1.965956,2005,2,4,21,70,1,0,0,0
2005555P01457,50.723865999999994,-1.9917509999999998,2005,4,2,0,50,1,0,0,0
2005555P01800,50.786179,-2.043803,2005,4,24,23,60,1,0,1,0
2005555W00223,50.546677,-2.441596,2005,1,14,18,30,1,0,0,0
2005555W00774,50.733457,-2.78471,2005,2,16,13,60,1,0,1,0
2005555W01474,50.814298,-2.654337,2005,4,3,3,60,1,0,0,0
2005555W01600,50.732999,-2.7012400000000003,2005,4,12,8,60,1,0,1,0
2005555W01909,50.709533,-2.743945,2005,5,2,13,50,1,0,0,0
2005555W03102,50.732690999999996,-2.750689,2005,7,6,13,30,1,1,0,0
2005555W03192,50.561677,-2.446536,2005,7,12,15,30,1,0,1,0
2005555W04012,50.668523,-2.4673599999999998,2005,8,24,11,60,1,0,0,0
2005555W04228,50.91855,-2.46047,2005,9,4,10,60,1,1,0,0
2005555W04565,50.664359999999995,-2.555186,2005,9,23,12,60,1,0,0,0
2005555W04776,50.729533,-2.679084,2005,10,4,20,70,1,1,0,0
2005555W05910,50.918454,-2.329304,2005,11,28,16,60,1,0,0,1
2005555W06162,50.870003999999994,-2.596423,2005,12,11,18,60,1,0,0,0
2005600AN3019,53.341405,-4.257555,2005,5,23,22,40,1,0,0,0
2005600AN5041,53.25526800000001,-4.431430000000001,2005,8,15,17,70,1,0,0,1
2005600AN6004,53.201764000000004,-4.224752,2005,1,22,12,60,1,0,0,0
2005600AN6050,53.266740000000006,-4.112653,2005,9,17,18,60,1,0,0,0
2005600CO1011,53.321598,-3.78128,2005,1,30,21,30,1,0,0,0
2005600CO2018,53.289599,-3.8401120000000004,2005,6,7,15,70,1,0,0,0
2005600CO4001,53.26785600000001,-3.9357519999999995,2005,1,21,14,70,1,0,1,0
2005600CO5024,53.135325,-3.7929980000000003,2005,7,7,11,30,1,0,0,0
2005600CO6047,53.096623,-3.883096,2005,10,2,17,60,1,1,0,0
2005600CO9053,53.289182,-3.6210489999999997,2005,8,4,11,70,1,0,0,0
2005600CO9080,53.289105000000006,-3.579938,2005,11,11,11,60,1,0,0,1
2005600DE2075,53.315599,-3.491146,2005,5,7,7,30,1,0,0,0
2005600DE4007,53.297827000000005,-3.422701,2005,1,16,19,60,1,0,0,0
2005600DE4079,53.286731,-3.49209,2005,8,2,14,60,1,0,1,0
2005600DE4087,53.276219999999995,-3.462478,2005,8,16,17,70,1,0,1,0
2005600DE6032,53.081829000000006,-3.154443,2005,5,4,22,60,1,0,0,0
2005600FL1082,53.168991000000005,-3.139727,2005,11,18,13,30,1,0,0,0
2005600FL3123,53.199868,-3.02617,2005,11,9,17,60,1,0,0,0
2005600FL4004,53.132594999999995,-3.070604,2005,1,13,23,50,1,0,0,0
2005600FL8057,53.227939,-3.142191,2005,11,12,0,50,1,0,0,0
2005600FL9080,53.327466,-3.2906480000000005,2005,7,18,14,60,1,0,0,0
2005600FL9126,53.340741,-3.350229,2005,11,30,21,60,1,0,0,0
2005600GN2035,53.179109999999994,-4.146205999999999,2005,12,3,13,60,1,0,1,0
2005600GN2038,53.214256999999996,-4.060044,2005,12,23,2,60,1,0,0,0
2005600GN3021,53.225711,-4.144641,2005,3,31,18,60,1,0,0,0
2005600GN3081,53.22363299999999,-4.109931,2005,9,23,7,40,1,1,0,0
2005600GN7054,52.910199,-4.4910309999999996,2005,9,25,23,60,1,0,0,0
2005600GN8043,52.924282,-4.479788,2005,12,12,17,60,1,0,0,1
2005600GS1032,52.709325,-3.841355,2005,7,26,17,60,1,1,0,0
2005600GS3016,52.767357,-4.088539,2005,7,1,19,60,1,0,0,0
2005600GS4007,52.937287,-4.052665,2005,2,27,16,60,1,0,1,0
2005600WR1339,53.054753000000005,-2.9533400000000003,2005,11,16,16,60,1,1,0,0
2005600WR2041,53.06991899999999,-3.121437,2005,4,18,10,60,1,0,0,0
2005600WR3133,53.100530000000006,-2.9621180000000003,2005,9,2,0,70,1,0,1,0
2005600WR6015,52.952408,-2.839898,2005,3,20,14,60,1,1,0,0
2005605FL6016,53.21059,-3.0127990000000002,2005,3,19,2,50,1,0,0,0
2005605FL8010,53.19930600000001,-3.089481,2005,3,16,22,60,1,0,0,0
2005610010805,51.662863,-3.229501,2005,2,2,12,30,1,0,0,0
2005610013005,51.681595,-3.155805,2005,1,10,20,30,1,0,0,0
2005610027805,51.797124,-2.6871709999999998,2005,4,24,22,60,1,0,0,0
2005610035205,51.629172,-3.226712,2005,5,14,0,70,0,0,0,1
2005610035405,51.681226,-3.129036,2005,5,16,8,30,1,0,0,1
2005610036905,51.66851,-3.187574,2005,4,3,0,30,1,0,0,0
2005610043505,51.538706,-3.010584,2005,6,12,7,60,1,0,0,0
2005610050205,51.823977,-3.014634,2005,6,9,11,30,0,0,1,0
2005610059105,51.588122,-2.9940700000000002,2005,6,21,13,30,0,0,0,1
2005610062205,51.663098,-2.696275,2005,7,27,17,60,1,0,0,0
2005610063505,51.716891,-3.2729470000000003,2005,7,17,0,30,1,0,0,0
2005610063605,51.803382,-3.205619,2005,7,19,14,60,1,0,0,0
2005610070205,51.626742,-2.701352,2005,5,24,20,40,1,0,0,0
2005610071405,51.687321000000004,-3.167813,2005,8,25,16,40,0,1,0,0
2005610078005,51.720406,-2.9145950000000003,2005,9,16,7,60,1,1,0,0
2005610090305,51.817054999999996,-3.035079,2005,10,24,10,30,1,0,0,0
2005610092105,51.747787,-2.986707,2005,9,17,15,60,1,1,0,0
2005610098805,51.79441,-3.140561,2005,11,20,17,60,1,0,0,0
2005610100305,51.717296000000005,-2.932772,2005,10,28,10,60,1,0,0,0
2005610100605,51.765826000000004,-3.2373689999999997,2005,11,7,19,30,1,0,0,0
2005610101705,51.60054,-2.9715279999999997,2005,10,18,21,70,1,0,0,0
2005610114905,51.593923,-3.155888,2005,12,10,7,40,1,0,0,0
2005610118805,51.603774,-3.272813,2005,8,30,13,30,0,1,0,1
2005620124027,51.652145000000004,-3.9913300000000005,2005,1,10,12,30,1,0,0,0
2005620125347,51.641534,-3.4660849999999996,2005,1,14,23,40,1,0,0,0
2005620125855,51.524464,-3.230671,2005,2,13,3,40,1,0,0,0
2005620126142,51.622929,-4.027469,2005,2,16,18,30,1,0,0,0
2005620126199,51.448135,-3.328203,2005,2,20,19,60,1,1,0,0
2005620126271,51.705452,-4.044762,2005,2,20,22,70,1,0,0,0
2005620126395,51.690701000000004,-3.4890849999999998,2005,2,15,10,60,1,1,0,0
2005620126524,51.620298,-3.9491959999999997,2005,2,6,0,30,1,0,0,0
2005620126739,51.465775,-3.261771,2005,2,20,21,70,1,0,0,0
2005620126910,51.644621,-3.478036,2005,1,22,17,30,1,0,0,0
2005620126926,51.562082000000004,-3.269917,2005,2,26,21,70,1,0,0,0
2005620127276,51.483256,-3.233018,2005,3,7,0,30,1,0,0,0
2005620127478,51.654994,-4.050441999999999,2005,3,10,8,60,1,0,0,0
2005620128117,51.604188,-3.348492,2005,3,13,5,30,1,0,0,0
2005620128219,51.618088,-3.963114,2005,3,16,22,30,1,0,0,0
2005620128426,51.490967,-3.1557310000000003,2005,4,2,1,30,1,0,0,0
2005620129606,51.611927,-3.9658809999999995,2005,4,22,22,30,1,0,0,0
2005620129949,51.527091999999996,-3.10201,2005,4,30,22,30,1,0,0,0
2005620129953,51.663371999999995,-3.9164849999999998,2005,4,23,12,30,1,0,0,0
2005620131761,51.550065999999994,-3.5850199999999997,2005,5,19,19,30,1,0,0,0
2005620131930,51.511389,-3.5107559999999998,2005,6,1,21,50,1,0,0,0
2005620133003,51.514019,-3.668368,2005,6,13,22,70,1,0,0,0
2005620133449,51.670435,-3.9299440000000003,2005,6,19,1,30,1,0,0,0
2005620133632,51.625346,-3.943055,2005,6,15,9,30,1,0,0,0
2005620134053,51.628156,-3.941731,2005,7,10,18,30,1,0,0,0
2005620134458,51.656618,-4.055286,2005,7,14,0,60,1,0,0,0
2005620134609,51.475687,-3.585896,2005,7,11,8,60,0,1,0,0
2005620134696,51.665039,-3.880115,2005,6,29,18,30,1,0,0,0
2005620135541,51.649502000000005,-3.317313,2005,7,17,0,70,1,0,0,0
2005620136428,51.514333,-3.69043,2005,8,12,9,70,1,0,1,0
2005620136539,51.508219,-3.201702,2005,8,21,19,30,1,0,0,0
2005620137161,51.409392,-3.2784800000000005,2005,8,31,19,30,1,0,0,0
2005620137345,51.470149,-3.169458,2005,9,5,9,30,1,0,0,0
2005620137741,51.624819,-3.903879,2005,8,21,0,60,1,0,0,0
2005620138678,51.643693,-4.094595,2005,9,10,7,40,1,0,0,0
2005620138939,51.61571,-3.3237010000000002,2005,10,1,0,30,1,0,0,0
2005620139150,51.677388,-3.911725,2005,10,1,20,70,1,0,0,0
2005620139546,51.42242,-3.176438,2005,10,12,15,30,1,0,0,0
2005620139797,51.652029999999996,-3.3163739999999997,2005,10,15,23,70,1,0,0,0
2005620140043,51.638599,-3.95186,2005,9,27,16,30,1,0,0,0
2005620140162,51.506431,-3.6453230000000003,2005,10,24,19,70,1,0,0,0
2005620141099,51.6407,-3.4536290000000003,2005,10,26,12,30,1,0,0,0
2005620141573,51.760013,-3.341103,2005,11,12,16,70,1,0,0,0
2005620141582,51.476957,-3.1810080000000003,2005,11,11,23,30,0,0,0,1
2005620141718,51.580453999999996,-4.110738,2005,11,11,19,40,1,0,0,0
2005620141782,51.603615000000005,-3.3356230000000004,2005,11,15,13,30,1,0,0,0
2005620141899,51.490563,-3.222124,2005,11,16,16,30,1,0,0,0
2005620141933,51.603615000000005,-3.3356230000000004,2005,11,18,13,30,1,0,0,0
2005620143579,51.717865,-3.8204870000000004,2005,12,17,2,60,1,0,0,0
2005620143922,51.603171,-3.989186,2005,12,28,2,40,1,0,0,0
2005620144193,51.532621,-3.571582,2005,11,21,1,70,1,0,0,0
2005620145917,51.648152,-3.5797660000000002,2005,12,15,16,60,1,0,0,0
2005620146052,51.619155,-3.9692269999999996,2005,12,27,23,30,1,0,0,0
200563AC09305,51.721724,-4.055342,2005,2,21,9,30,1,0,0,1
200563AC16605,51.947383,-4.153829,2005,4,29,23,60,0,1,0,0
200563AC16705,51.783251,-4.583012,2005,4,12,4,60,1,0,0,0
200563AC18505,51.818727,-4.493621,2005,5,7,16,70,1,0,0,1
200563AC18605,51.808782,-4.521362,2005,5,7,14,60,1,0,0,0
200563AC27205,51.902916,-3.9663510000000004,2005,6,1,22,60,1,0,0,0
200563AC34205,51.825390000000006,-4.617353,2005,5,28,11,60,1,0,0,0
200563AC36805,52.0602,-3.9710650000000003,2005,8,25,10,60,1,0,1,1
200563AC37605,51.732557,-4.123757,2005,8,1,17,60,1,0,0,0
200563AC41805,51.803569,-4.155089,2005,8,12,11,60,1,0,1,0
200563AC43305,52.083934,-4.141424,2005,9,25,14,40,0,1,0,1
200563AC46005,51.89625,-3.9884440000000003,2005,10,12,17,40,1,0,0,0
200563AC47105,51.86817,-4.026715,2005,10,15,17,60,1,1,0,0
200563AC48105,51.797415,-3.962192,2005,9,7,22,40,1,0,0,0
200563AC58005,51.847927,-4.39548,2005,12,10,19,60,1,0,0,0
200563AC59505,51.732093,-4.273485,2005,12,31,19,60,1,0,0,0
200563BC17305,52.114121000000004,-4.077582,2005,7,19,18,30,1,0,0,0
200563BC18305,52.125724,-4.481948,2005,5,24,15,60,1,0,0,0
200563CP07905,51.977235,-5.017659,2005,3,20,0,60,1,0,0,0
200563CP13505,51.660801,-4.979799,2005,5,20,7,60,1,0,0,0
200563CP24305,51.738437,-5.049229,2005,7,13,16,60,0,1,0,1
200563CP32005,51.843149,-4.971215,2005,9,24,15,60,1,1,0,0
200563CP38105,51.845379,-4.903549,2005,11,14,2,60,1,0,0,0
200563CP38205,51.830477,-4.970816,2005,10,11,22,60,1,0,0,0
200563DP10605,52.298319,-3.068994,2005,3,18,11,30,1,0,1,0
200563DP21705,51.853623,-3.4686120000000003,2005,6,10,21,60,1,0,0,0
200563DP23505,52.549298,-3.495859,2005,6,19,1,60,1,0,0,0
200563DP24705,52.552434999999996,-3.5177949999999996,2005,4,16,5,60,1,0,0,0
200563DP26605,51.944337,-3.4107559999999997,2005,3,21,16,60,1,0,0,0
200563DP33905,52.501077,-3.3566190000000002,2005,9,10,1,60,1,0,0,0
200563DP34005,52.064166,-3.295781,2005,8,11,18,60,1,0,1,0
200563DP34205,52.062471,-3.183408,2005,9,4,9,60,0,1,0,0
200563DP35705,52.163431,-3.4205989999999997,2005,9,20,5,60,1,0,0,0
200563DP36205,52.5493,-3.495711,2005,7,17,9,60,1,1,0,0
200563DP37805,51.91175,-3.528954,2005,10,6,21,60,1,0,0,0
200563DP39705,52.462127,-3.3426150000000003,2005,10,10,7,60,1,0,1,0
200563DP41505,52.455071,-3.4960480000000005,2005,9,22,7,60,0,1,0,0
200563DP44005,52.185848,-3.403175,2005,11,20,19,60,1,0,0,0
200563DP44905,51.763877,-3.757414,2005,11,13,4,30,1,0,0,0
200563DP48005,52.511633999999994,-3.422372,2005,12,21,10,60,1,1,0,0
200563DP49205,51.877684,-3.184797,2005,12,11,12,60,0,1,0,0
200591NE01278,57.630345999999996,-4.366385,2005,1,16,19,60,1,0,0,0
200591NE07892,57.571828000000004,-4.4289819999999995,2005,4,1,17,60,0,0,1,1
200591NE08945,57.538267000000005,-4.360245,2005,4,14,16,60,1,0,1,0
200591NE14850,57.690996999999996,-4.186776,2005,6,19,0,60,1,0,0,0
200591NE14851,57.851073,-5.4700120000000005,2005,6,19,0,60,1,0,0,0
200591NE17431,57.220431000000005,-4.648527,2005,7,17,20,60,1,0,0,0
200591NE21263,57.921503,-5.1908080000000005,2005,8,28,15,60,1,0,0,0
200591NE31514,57.564225,-4.341525,2005,12,22,20,60,1,0,0,0
200591NH03706,58.20479,-6.373501,2005,6,5,23,30,0,1,0,1
200591NH08808,58.346237,-6.513653,2005,12,26,12,60,1,0,0,0
200591NJ11486,57.944228,-4.077807,2005,8,17,9,60,1,0,0,0
200591NJ12375,58.322225,-3.199261,2005,8,25,1,60,0,0,1,0
200591NL00733,60.30679,-1.242089,2005,2,3,17,60,1,0,0,1
200591NL00789,60.139986,-1.279959,2005,2,5,20,30,1,0,0,0
200591NL08134,60.096208,-1.321732,2005,10,7,23,60,1,0,0,0
200591NM05385,57.17029599999999,-3.8510760000000004,2005,4,24,16,60,1,1,0,0
200591NM11417,57.076646,-4.070798,2005,8,6,1,60,1,0,0,0
200591NM12074,57.172954000000004,-3.779088,2005,8,28,4,60,1,0,0,0
200591NN21774,57.52711899999999,-4.057694000000001,2005,6,29,17,60,1,0,0,0
200591NN25109,57.368152,-4.389387999999999,2005,7,24,17,60,0,1,0,1
200591NN30673,57.120902,-4.97485,2005,9,4,15,60,1,1,0,0
200591NN35014,57.383448,-4.374077,2005,10,10,13,60,1,0,1,0
200591NN38689,57.484979,-4.459084,2005,11,6,20,30,1,0,0,0
200591NP10575,56.881785,-4.960903,2005,12,22,9,60,1,0,1,0
2005920500218,57.151848,-2.082937,2005,1,13,22,30,1,0,0,0
2005920500444,57.489006,-1.9966270000000002,2005,2,5,12,60,1,0,1,0
2005920500642,57.615864,-3.354186,2005,2,18,13,30,1,0,0,1
2005920500765,57.223890000000004,-2.173853,2005,2,11,5,60,1,0,1,0
2005920500767,57.157320999999996,-2.0927029999999998,2005,2,17,9,30,1,0,0,0
2005920500784,56.941596,-2.2494560000000003,2005,2,27,1,70,0,0,0,1
2005920500814,57.246212,-2.421032,2005,2,27,20,60,1,0,0,0
2005920500949,56.942597,-2.243217,2005,3,11,14,70,0,0,1,0
2005920501278,57.219496,-2.076134,2005,3,9,12,60,1,0,0,0
2005920501375,57.3291,-2.053109,2005,4,16,5,70,1,1,0,0
2005920501601,57.230698,-2.713546,2005,5,9,6,60,1,0,0,0
2005920501640,57.31994,-2.522995,2005,5,12,7,60,1,1,0,0
2005920501688,57.148337,-2.314641,2005,4,27,13,60,1,0,0,0
2005920501702,57.058028,-2.513207,2005,5,20,9,60,1,0,0,1
2005920501711,57.09461700000001,-2.314516,2005,5,2,17,60,1,0,0,0
2005920501944,57.377699,-2.453969,2005,6,7,21,60,1,0,0,0
2005920502019,57.03601999999999,-2.245475,2005,6,9,16,60,0,1,1,0
2005920502040,57.52406800000001,-2.4434299999999998,2005,6,19,4,60,1,0,0,0
2005920502041,57.634977,-3.3049839999999997,2005,6,18,13,30,1,0,0,1
2005920502052,57.333243,-1.995644,2005,6,13,18,60,1,0,0,0
2005920502123,57.140432,-2.094148,2005,6,15,16,30,1,0,0,0
2005920502159,57.157191000000005,-2.33009,2005,6,18,14,60,0,1,0,1
2005920502206,57.56076899999999,-1.9541680000000001,2005,7,1,15,60,1,0,0,1
2005920502235,57.411978000000005,-3.358306,2005,7,1,1,60,1,0,0,0
2005920502293,57.439849,-2.404762,2005,7,12,17,60,1,1,0,0
2005920502439,57.542815000000004,-3.176052,2005,7,22,8,60,1,0,1,0
2005920502451,57.469025,-3.6655580000000003,2005,7,25,8,60,1,0,0,0
2005920502824,57.634175,-3.19525,2005,8,24,17,60,1,0,0,0
2005920502866,57.184378,-2.163741,2005,8,9,20,60,1,0,0,0
2005920502930,57.354769999999995,-2.570026,2005,7,31,6,60,1,0,0,0
2005920503027,57.517990000000005,-2.662052,2005,9,13,20,60,1,0,0,0
2005920503145,56.918257999999994,-2.412241,2005,9,21,16,60,1,1,0,0
2005920503154,57.293169999999996,-2.04808,2005,9,21,17,60,0,1,0,1
2005920503169,57.351379,-2.051314,2005,9,22,10,60,1,0,1,0
2005920503293,57.153187,-2.276995,2005,9,3,23,30,1,0,0,0
2005920503496,57.247094999999995,-3.360853,2005,10,15,2,60,1,0,0,0
2005920503643,57.155363,-2.163282,2005,10,28,7,30,1,0,0,0
2005920503693,57.198037,-2.265746,2005,10,28,15,70,1,0,0,0
2005920503714,57.385272,-2.516772,2005,10,31,7,60,1,0,0,0
2005920503722,57.574996999999996,-2.53668,2005,11,2,20,60,1,0,0,0
2005920503764,57.063134,-2.138473,2005,11,1,16,30,0,0,0,1
2005920503776,57.17245,-2.2993,2005,10,14,8,60,1,1,0,0
2005920503781,57.660027,-2.545141,2005,11,4,6,60,1,0,0,0
2005920503834,57.70279,-3.430762,2005,11,4,17,60,1,0,0,0
2005920503911,57.18224,-2.636846,2005,11,11,7,60,1,0,0,0
2005920504110,57.626052,-3.2993059999999996,2005,11,26,0,60,1,0,0,0
2005920504135,57.178146999999996,-2.110784,2005,11,3,15,30,0,0,0,1
2005920504377,57.65459499999999,-2.613261,2005,12,10,12,60,1,0,0,1
2005930000008,56.573068000000006,-3.6233589999999998,2005,12,6,14,60,1,0,0,0
2005930000227,56.473074,-3.012412,2005,12,20,9,30,1,0,0,0
2005930000435,56.680717,-2.868461,2005,1,11,18,70,1,0,1,0
2005930000479,56.509474,-2.8289560000000002,2005,1,17,6,60,1,0,1,0
2005930000528,56.563435999999996,-3.3043139999999998,2005,1,28,21,60,1,0,0,0
2005930001374,56.27195699999999,-3.736067,2005,3,19,15,70,0,1,0,0
2005930001900,56.78759399999999,-3.420617,2005,5,13,17,60,1,1,0,0
2005930001903,56.636342000000006,-2.5521380000000002,2005,5,11,13,60,1,0,1,0
2005930002264,56.320065,-3.383804,2005,6,7,15,70,1,0,0,0
2005930002406,56.38578100000001,-3.482075,2005,6,19,13,70,1,1,0,0
2005930002640,56.381471999999995,-3.908845,2005,7,10,13,60,1,1,0,0
2005930002669,56.47541700000001,-3.044132,2005,7,14,15,50,0,0,1,0
2005930002689,56.46325699999999,-2.970442,2005,7,15,10,30,0,0,0,1
2005930002697,56.468322,-2.906619,2005,7,16,0,40,1,0,0,0
2005930002708,56.750809,-2.839988,2005,4,3,15,60,0,0,0,1
2005930002738,56.469373,-3.003549,2005,7,19,2,30,1,0,0,0
2005930002833,56.46455,-2.9542450000000002,2005,7,28,12,40,1,0,0,0
2005930002879,56.500482999999996,-3.106554,2005,8,2,17,60,1,0,0,0
2005930002993,56.685702,-2.638399,2005,8,13,18,60,1,0,0,0
2005930003083,56.549475,-3.281711,2005,8,20,1,60,1,0,0,0
2005930003258,56.644906000000006,-3.802911,2005,6,26,16,60,1,1,0,0
2005930003272,56.53763000000001,-2.738023,2005,8,30,15,60,1,1,0,0
