Lat,Lon,Year,Month,Day,Hour,Speed_limit,Num_veh_acc
53.407702,-2.903597,2005,10,3,19,30,1
53.43259200000001,-2.9735150000000004,2005,10,4,22,30,1
53.40648,-2.922375,2005,10,29,1,30,2
53.419072,-2.885781,2005,11,13,16,40,1
53.435926,-2.972538,2005,12,1,3,30,2
53.419681000000004,-2.9240150000000003,2005,12,2,16,30,4
53.440465,-2.909862,2005,12,27,22,40,3
53.4012,-2.975957,2005,1,1,0,30,1
53.412428000000006,-2.965984,2005,1,23,3,30,1
53.40820600000001,-2.954455,2005,1,25,9,30,1
53.425208999999995,-2.996824,2005,2,27,23,30,1
53.445733,-2.960265,2005,3,16,20,30,1
53.411573,-2.9716810000000002,2005,3,18,19,30,2
53.424975,-2.970632,2005,3,14,11,30,2
53.46376899999999,-2.9531400000000003,2005,5,26,3,30,1
53.402166,-2.989667,2005,7,10,17,30,1
53.40886999999999,-2.950107,2005,7,26,10,30,1
53.379726,-2.94119,2005,12,26,23,30,1
53.38938100000001,-2.9702740000000003,2005,3,17,19,30,1
53.38519300000001,-2.965668,2005,4,14,21,30,1
53.53415,-2.221452,2005,7,3,20,30,4
53.526616000000004,-2.212513,2005,7,16,14,30,1
53.488440000000004,-2.24578,2005,8,16,13,30,2
53.484458999999994,-2.212754,2005,9,6,12,30,2
53.495247,-2.212054,2005,10,1,17,30,1
53.4994,-2.24916,2005,2,25,17,30,2
53.471074,-2.254568,2005,4,20,23,50,1
53.45679499999999,-2.200266,2005,6,16,12,30,1
53.468677,-2.190229,2005,11,11,19,30,2
53.43559200000001,-2.1944470000000003,2005,11,13,2,30,2
53.43548199999999,-2.2064880000000002,2005,4,22,23,30,1
53.412319,-2.280695,2005,6,16,14,30,1
53.396730000000005,-2.2581849999999997,2005,8,13,2,30,1
53.446394,-2.2776080000000003,2005,10,26,0,30,2
53.421926,-2.245095,2005,1,3,17,30,2
53.4138,-2.217366,2005,1,5,2,40,1
53.46017,-2.168503,2005,2,23,12,30,2
53.456191000000004,-2.235955,2005,3,5,3,30,2
53.424780000000005,-2.255646,2005,3,26,19,40,1
53.507495,-2.410091,2005,5,6,22,60,4
53.490976,-2.3143740000000004,2005,5,14,0,30,1
53.524685999999996,-2.429113,2005,7,24,1,30,1
53.482323,-2.355147,2005,8,16,0,30,2
53.491229000000004,-2.285437,2005,12,15,11,50,1
53.48078100000001,-2.3598060000000003,2005,1,13,12,30,1
53.510353,-2.294311,2005,1,29,17,30,1
53.50162099999999,-2.419231,2005,3,7,13,30,1
53.523132,-2.384148,2005,3,24,18,30,1
53.46565,-2.088388,2005,5,6,16,30,1
53.436443000000004,-2.078994,2005,9,12,17,30,2
53.50423000000001,-2.05756,2005,10,1,1,30,2
53.451367000000005,-2.075107,2005,11,23,19,30,1
53.485608,-2.1687540000000003,2005,12,4,2,30,1
53.438247,-2.069213,2005,1,26,11,30,1
53.348716,-2.164157,2005,5,30,16,30,1
53.357431999999996,-2.166444,2005,11,25,11,30,1
53.375105000000005,-2.239566,2005,1,9,22,30,1
53.372781,-2.107134,2005,3,5,10,40,1
53.363643,-2.064584,2005,3,25,15,30,1
53.576809,-2.432359,2005,6,22,11,30,1
53.614230000000006,-2.448916,2005,8,14,11,30,2
53.565755,-2.4316419999999996,2005,9,5,19,30,2
53.548961,-2.4015869999999997,2005,9,17,21,30,1
53.586316000000004,-2.566449,2005,10,10,17,60,1
53.58509599999999,-2.427459,2005,10,19,21,40,1
53.59745,-2.549674,2005,10,29,1,30,1
53.57859200000001,-2.653343,2005,5,7,17,30,1
53.480895,-2.523454,2005,5,29,15,30,2
53.499832999999995,-2.509214,2005,5,31,1,30,1
53.519362,-2.652431,2005,7,11,4,30,1
53.491161,-2.631349,2005,7,10,19,30,2
53.557871,-2.645475,2005,10,31,9,30,1
53.48768100000001,-2.533786,2005,11,11,23,50,2
53.504394999999995,-2.5349,2005,2,26,15,30,3
53.506129,-2.464207,2005,3,14,8,30,1
53.454613,-2.2984430000000002,2005,9,29,9,30,1
53.369544999999995,-2.344439,2005,12,10,22,30,1
53.557818999999995,-2.326644,2005,5,7,12,30,1
53.537808,-2.277602,2005,11,19,16,30,1
53.573875,-2.338547,2005,2,10,18,30,1
53.582443000000005,-2.254331,2005,4,23,14,40,1
53.627485,-2.139078,2005,5,30,17,30,1
53.625236,-2.1402799999999997,2005,8,11,13,30,1
53.627157,-2.1086840000000002,2005,9,25,2,70,1
53.633064000000005,-2.133501,2005,12,11,13,30,1
53.584013,-2.233948,2005,1,19,20,40,3
53.508086,-2.164169,2005,6,20,18,30,1
53.522537,-2.1017799999999998,2005,7,6,23,30,1
53.562339,-2.119992,2005,8,1,1,30,1
53.548077,-2.085843,2005,8,12,20,30,1
53.537116000000005,-2.078125,2005,2,2,23,30,2
53.529359,-2.112507,2005,2,5,21,30,1
53.428582999999996,-2.1259360000000003,2005,4,10,4,50,2
53.571236999999996,-2.698381,2005,7,26,0,70,1
53.426784999999995,-2.126081,2005,8,20,18,70,1
53.48168199999999,-2.293359,2005,8,24,23,70,4
53.575485,-2.271203,2005,8,13,8,70,2
53.58600500000001,-2.693791,2005,11,26,20,70,2
53.515634,-2.692037,2005,12,28,9,70,3
53.479046999999994,-2.396407,2005,2,1,6,70,9
53.36059100000001,-2.298237,2005,2,12,16,70,1
53.313545999999995,-2.3438380000000003,2005,1,1,4,60,1
53.174624,-2.206281,2005,1,12,17,30,1
53.189037,-2.377264,2005,1,14,17,70,3
53.168609,-2.201764,2005,1,19,18,30,3
53.141535,-2.655811,2005,1,29,0,60,2
53.300695999999995,-2.177478,2005,2,6,21,60,3
53.33375,-2.480204,2005,2,18,10,70,2
53.348133999999995,-2.242118,2005,2,20,14,30,2
53.452057999999994,-2.519636,2005,2,20,10,30,1
53.30125400000001,-2.706273,2005,2,22,18,30,3
53.359635,-2.244287,2005,3,3,18,60,2
53.265288,-2.592483,2005,3,14,8,60,2
53.207578000000005,-2.2259029999999997,2005,3,16,14,60,1
53.00808000000001,-2.711762,2005,3,18,11,60,2
53.265852,-2.803296,2005,3,28,7,70,1
53.087701,-2.385933,2005,3,25,23,60,1
53.397566000000005,-2.563639,2005,4,9,21,30,3
53.401398,-2.489689,2005,4,9,12,60,2
53.037085999999995,-2.547592,2005,4,16,6,60,2
53.209685,-2.73112,2005,5,2,15,70,2
53.341584,-2.726465,2005,5,5,23,30,1
53.126377000000005,-2.317535,2005,5,3,7,60,2
53.209487,-2.915892,2005,5,10,20,30,2
53.327707999999994,-2.4624189999999997,2005,5,10,21,70,2
53.14495,-2.361179,2005,5,14,16,30,1
53.249099,-2.859635,2005,5,25,7,70,1
53.080597999999995,-2.506344,2005,5,27,0,60,3
53.209499,-2.732016,2005,5,30,12,70,2
53.259977,-2.753115,2005,6,9,14,30,1
53.21539,-2.400258,2005,6,22,12,60,2
53.169518000000004,-2.381431,2005,6,25,21,60,1
53.175701000000004,-2.637929,2005,7,23,9,60,1
53.243042,-2.8000220000000002,2005,7,24,21,60,6
53.255428,-2.4646369999999997,2005,7,25,13,70,1
53.260831,-2.937078,2005,7,26,11,60,1
53.264988,-2.9110810000000003,2005,7,30,3,30,2
53.396710999999996,-2.573403,2005,8,2,3,30,1
53.102976,-2.486143,2005,8,3,19,60,2
53.150884999999995,-2.655654,2005,8,5,17,60,2
53.195319,-2.91125,2005,8,10,6,30,1
53.148639,-2.960203,2005,8,11,18,60,2
53.355941,-2.483158,2005,8,14,18,60,2
53.208148,-2.388512,2005,8,24,6,70,2
53.311857999999994,-2.706899,2005,9,10,18,60,1
53.091908999999994,-2.488557,2005,9,11,1,60,2
53.272746999999995,-2.536053,2005,9,25,18,40,2
53.162605000000006,-2.861945,2005,10,1,18,60,1
53.374821,-2.5830290000000002,2005,10,8,1,30,1
53.391373,-2.598744,2005,10,11,23,30,1
53.288996,-2.347542,2005,10,11,8,60,2
53.2385,-2.964311,2005,10,22,20,60,2
53.168623,-2.5426830000000002,2005,10,30,13,60,2
53.305055,-2.717141,2005,11,2,19,70,1
53.093538,-2.439595,2005,11,4,19,30,1
53.242126,-2.150413,2005,10,30,12,40,2
53.081877,-2.7423889999999997,2005,11,10,21,60,2
53.301789,-2.722038,2005,11,12,19,70,3
53.258841000000004,-2.569009,2005,11,13,1,30,2
53.087125,-2.676186,2005,11,22,13,60,3
53.387823,-2.7206360000000003,2005,11,25,20,50,1
53.071431999999994,-2.56549,2005,12,1,22,60,1
53.096615,-2.457996,2005,12,2,19,30,2
53.16293,-2.295668,2005,12,14,23,60,2
53.33479499999999,-2.569719,2005,12,15,15,70,1
53.30380699999999,-2.583262,2005,12,17,15,60,3
53.331152,-2.712323,2005,12,19,15,40,1
53.41924100000001,-2.649844,2005,12,20,15,60,2
53.429165000000005,-2.513035,2005,12,21,22,60,2
55.17710699999999,-1.570363,2005,1,1,1,30,3
54.954191,-1.607409,2005,1,4,12,30,1
54.984002000000004,-1.658842,2005,1,3,18,30,1
54.85721899999999,-1.42516,2005,1,14,6,70,3
