Lat,Lon,Year,Month,Day,Hour,Speed_limit,Num_veh_acc
53.372335,-3.0095680000000002,2006,10,22,14,30,1
53.422686,-3.06012,2006,10,27,16,30,2
53.389593000000005,-3.030727,2006,11,10,21,30,1
53.486301,-3.0428669999999998,2006,1,3,16,30,1
53.456192,-2.978573,2006,2,21,9,30,1
53.484933,-2.925131,2006,3,2,7,70,7
53.642877,-3.0021009999999997,2006,3,4,1,30,2
53.490232999999996,-3.024725,2006,4,28,1,30,3
53.544414,-3.048068,2006,6,12,1,70,1
53.522199,-3.0288150000000003,2006,8,26,6,50,1
53.492726,-3.027499,2006,10,13,11,30,2
53.646541000000006,-3.004608,2006,12,6,16,30,1
53.464974,-2.9138509999999997,2006,1,29,3,30,2
53.442308,-2.8551,2006,6,25,3,40,1
53.459385,-2.867793,2006,7,26,19,30,4
53.408187,-2.874724,2006,8,8,8,70,9
53.453047,-2.614218,2006,1,28,5,30,2
53.471113,-2.741331,2006,2,3,19,60,1
53.438156000000006,-2.792392,2006,4,6,17,60,3
53.477773,-2.663395,2006,5,6,3,30,1
53.440231999999995,-2.763375,2006,9,30,19,30,2
53.454128000000004,-2.613782,2006,11,2,20,30,2
53.472181000000006,-2.633779,2006,12,7,6,70,2
53.425111,-2.930905,2006,1,2,13,30,5
53.469901,-2.916066,2006,1,25,13,40,1
53.416431,-2.9600560000000002,2006,2,7,18,30,2
53.420848,-2.9585,2006,2,24,22,30,1
53.431220999999994,-2.8717349999999997,2006,4,6,17,30,2
53.412496,-2.9348419999999997,2006,7,20,21,30,1
53.442855,-2.960501,2006,8,13,1,30,1
53.421915000000006,-2.982,2006,9,13,19,30,1
53.442668000000005,-2.938816,2006,9,16,21,30,2
53.406907999999994,-2.901625,2006,11,1,11,40,2
53.365154000000004,-2.883611,2006,1,15,22,40,1
53.348649,-2.854126,2006,1,26,14,70,1
53.533152,-2.226275,2006,3,27,12,30,1
53.485864,-2.230695,2006,6,17,17,30,1
53.481381999999996,-2.16934,2006,9,10,21,30,5
53.47630600000001,-2.245559,2006,10,8,0,30,1
53.518939,-2.232081,2006,10,20,21,30,1
53.482594999999996,-2.246952,2006,11,27,17,30,1
53.523734,-2.215666,2006,12,7,22,30,3
53.488484,-2.223625,2006,12,11,10,30,1
53.502437,-2.212392,2006,12,25,23,30,1
53.461687,-2.1766419999999997,2006,3,26,16,30,2
53.449353,-2.23923,2006,9,12,20,30,3
53.458076,-2.237472,2006,10,10,8,30,1
53.462576,-2.182972,2006,11,1,4,30,1
53.458186,-2.22693,2006,11,1,8,30,2
53.457762,-2.154939,2006,12,18,21,30,1
53.434056000000005,-2.247272,2006,2,9,16,40,1
53.383531999999995,-2.250588,2006,3,25,19,30,1
53.40076,-2.3027290000000002,2006,4,23,21,40,2
53.408242,-2.293907,2006,11,4,14,30,1
53.40073100000001,-2.2776110000000003,2006,11,29,21,40,2
53.433890000000005,-2.4319610000000003,2006,1,14,22,30,2
53.512136,-2.3339830000000004,2006,4,21,6,30,2
53.523977,-2.4002950000000003,2006,5,8,12,30,2
53.48315899999999,-2.276943,2006,6,4,15,40,2
53.483858999999995,-2.3205,2006,6,5,10,30,1
53.484003,-2.299554,2006,9,11,15,30,1
53.478302,-2.278268,2006,11,19,1,40,1
53.481921,-2.3052650000000003,2006,11,19,4,30,1
53.490171999999994,-2.108635,2006,9,1,20,30,2
53.469795,-2.071976,2006,10,30,16,30,1
53.49280400000001,-2.0757830000000004,2006,12,21,17,30,1
53.36636,-2.291665,2006,4,18,12,30,3
53.413782,-2.092493,2006,2,7,23,30,1
53.359123,-2.178321,2006,2,28,19,30,1
53.39069,-2.166424,2006,10,10,8,20,2
53.393668999999996,-2.056659,2006,11,23,7,30,2
53.544379000000006,-2.3731720000000003,2006,1,5,11,30,1
53.565616000000006,-2.468633,2006,1,21,2,30,1
53.590477,-2.430686,2006,2,18,1,30,1
53.598842000000005,-2.540173,2006,3,18,20,40,1
53.57338299999999,-2.409521,2006,3,22,2,30,1
53.563877000000005,-2.5595060000000003,2006,6,20,12,30,3
53.5431,-2.5018860000000003,2006,6,23,14,30,2
53.601082,-2.431247,2006,7,19,10,40,2
53.546387,-2.391753,2006,9,15,12,30,2
53.593979000000004,-2.431628,2006,9,23,23,30,2
53.588007,-2.4661619999999997,2006,10,26,16,30,1
53.541309,-2.405137,2006,12,2,22,30,1
53.550912,-2.524619,2006,12,23,7,30,1
53.533646999999995,-2.565595,2006,3,10,19,30,1
53.543078,-2.687052,2006,5,12,20,30,2
53.540463,-2.703911,2006,6,3,2,30,3
53.508139,-2.4313580000000004,2006,6,11,22,30,1
53.528567,-2.556174,2006,6,20,15,30,1
53.553073,-2.635138,2006,7,2,2,30,2
53.494367000000004,-2.460612,2006,7,23,0,70,1
53.538026,-2.570934,2006,10,26,7,30,2
53.549742,-2.669048,2006,11,20,16,30,2
53.44853199999999,-2.352908,2006,1,28,12,30,2
53.449142,-2.328219,2006,7,23,0,30,2
53.412853000000005,-2.318762,2006,9,27,23,30,3
53.431098999999996,-2.319049,2006,10,1,0,30,1
53.413206,-2.3213220000000003,2006,10,6,21,30,1
53.46046,-2.2581189999999998,2006,11,2,7,30,1
53.60240400000001,-2.2910209999999998,2006,4,9,0,30,1
53.591691000000004,-2.297746,2006,7,10,10,30,1
53.631018000000005,-2.346868,2006,7,15,9,40,3
53.64444,-2.3031099999999998,2006,8,4,19,60,1
53.597855,-2.27588,2006,8,17,9,30,1
53.59356700000001,-2.219949,2006,6,26,2,30,1
53.560407,-2.21555,2006,6,25,22,30,1
53.617763000000004,-2.1511400000000003,2006,8,9,16,30,1
53.613459999999996,-2.141299,2006,9,12,16,30,1
53.593947,-2.208771,2006,11,27,23,30,3
53.563973,-2.1024830000000003,2006,1,7,2,30,1
53.549988,-2.040416,2006,3,17,0,60,2
53.53628199999999,-2.10996,2006,10,23,8,30,1
53.522114,-2.159698,2006,12,9,15,40,1
53.480444999999996,-2.2844599999999997,2006,2,1,6,70,2
53.508480000000006,-2.669755,2006,3,14,10,70,2
53.461763,-2.3468419999999997,2006,5,21,13,70,2
53.568805000000005,-2.699247,2006,8,7,12,70,2
53.456723,-2.119995,2006,8,20,0,70,1
53.540277,-2.4176509999999998,2006,9,18,18,70,5
53.396617000000006,-2.268411,2006,9,5,4,70,1
53.357412,-2.311136,2006,6,10,14,70,1
53.34103399999999,-2.379505,2006,1,12,19,60,2
53.364189,-2.41728,2006,1,22,14,70,3
53.424997999999995,-2.560239,2006,2,5,0,70,1
53.014618999999996,-2.759122,2006,2,7,17,60,2
53.383320999999995,-2.513386,2006,2,8,20,60,1
53.419481999999995,-2.567239,2006,2,10,13,30,1
53.175291,-2.1099330000000003,2006,2,15,14,60,4
53.409674,-2.4657139999999997,2006,2,16,16,60,2
53.200576,-2.893696,2006,2,21,8,30,2
53.255399,-2.83323,2006,2,23,19,70,2
53.410214,-2.550116,2006,2,26,13,60,1
53.248507999999994,-2.031739,2006,2,22,6,60,1
53.37588,-2.508637,2006,2,28,15,60,1
53.362676,-2.386159,2006,2,27,17,70,3
53.294361,-2.6027880000000003,2006,3,3,7,60,1
53.108196,-2.4382509999999997,2006,3,9,10,30,2
53.119792000000004,-2.6025840000000002,2006,4,4,10,60,2
53.075531999999995,-2.4470240000000003,2006,4,6,11,30,2
53.210716000000005,-2.907982,2006,4,7,21,50,1
53.35206899999999,-2.462081,2006,4,10,1,60,1
53.071172,-2.4095169999999997,2006,4,17,0,70,1
53.235983,-2.8830459999999998,2006,4,16,8,60,1
53.137358,-2.80882,2006,5,9,23,60,4
53.265722,-2.1088150000000003,2006,5,12,7,30,2
53.240823,-2.23372,2006,5,14,15,60,2
53.363648,-2.5104439999999997,2006,5,16,10,70,4
53.199107,-2.6316900000000003,2006,5,16,17,60,6
53.339649,-2.258741,2006,5,24,8,40,3
53.424333999999995,-2.567604,2006,6,6,17,40,4
53.206363,-2.5049799999999998,2006,6,10,19,40,1
53.385206000000004,-2.446804,2006,6,10,16,60,4
53.23566700000001,-2.525851,2006,6,12,18,70,1
53.349304000000004,-2.650432,2006,6,26,21,60,3
53.080481999999996,-2.7353490000000003,2006,7,2,16,60,2
53.374702,-2.4184349999999997,2006,7,14,18,40,2
53.350627,-2.146137,2006,7,25,17,30,2
53.100786,-2.660717,2006,8,3,21,50,1
53.165521999999996,-2.690132,2006,8,12,14,60,2
53.39527,-2.592332,2006,8,13,20,30,2
53.206869999999995,-2.721041,2006,8,17,2,30,2
53.24058,-2.805221,2006,8,28,14,60,2
53.059987,-2.4452220000000002,2006,8,29,9,40,1
53.283457999999996,-2.071662,2006,8,31,18,30,2
53.248964,-2.654305,2006,9,10,18,30,2
53.363866,-2.406908,2006,9,23,4,70,2
53.250939,-2.00851,2006,9,24,15,50,2
53.269158999999995,-2.470333,2006,9,26,21,40,1
53.380193000000006,-2.549578,2006,10,8,6,30,1
53.010488,-2.482868,2006,10,11,23,60,1
53.403142,-2.480834,2006,10,15,7,60,2
53.306785999999995,-2.406965,2006,10,16,7,70,6
53.106415000000005,-2.480357,2006,10,18,17,60,2
53.211603000000004,-2.68039,2006,10,26,6,60,2
53.138093999999995,-2.643949,2006,10,27,18,60,2
53.209499,-2.732016,2006,11,1,16,70,2
53.287542,-2.714448,2006,11,10,17,30,1
53.19311,-2.857617,2006,12,1,8,30,2
53.105819999999994,-2.779697,2006,12,10,0,60,2
53.081778,-2.4591819999999998,2006,12,30,18,40,1
54.85556,-1.416461,2006,1,5,15,60,1
54.932869,-1.628218,2006,1,6,20,70,2
54.873821,-1.4392610000000001,2006,1,13,10,40,1
54.973638,-1.378818,2006,1,20,23,40,3
55.761301,-2.010323,2006,1,29,11,30,1
54.97147,-1.615051,2006,2,3,21,30,1
55.161663,-1.693427,2006,1,30,6,30,1
54.997493999999996,-1.663573,2006,2,10,20,40,1
54.953961,-1.884104,2006,2,9,23,30,2
55.448783999999996,-1.7017970000000002,2006,2,16,10,60,4
54.975443000000006,-1.8153009999999998,2006,2,18,23,30,1
54.970589000000004,-1.620683,2006,2,18,1,30,1
54.969993,-1.462604,2006,2,24,19,40,3
54.909223,-1.7688119999999998,2006,3,2,20,60,2
55.093157,-1.618897,2006,3,28,18,70,2
55.049454000000004,-1.745154,2006,3,21,13,30,2
55.017177000000004,-2.057518,2006,4,1,9,60,3
55.016082,-1.5996110000000001,2006,4,10,18,40,2
55.165420999999995,-2.4044830000000004,2006,4,30,11,60,1
55.042333,-1.576188,2006,5,2,11,30,1
55.079579,-1.6456549999999999,2006,5,3,4,70,1
54.987781999999996,-1.422358,2006,5,11,14,30,2
55.272101,-2.078976,2006,5,21,0,60,1
55.336051,-1.5910309999999999,2006,5,21,2,30,1
54.98151,-2.03481,2006,4,13,2,70,1
54.975212,-1.7384369999999998,2006,6,17,1,30,1
55.013463,-1.687053,2006,6,18,12,70,2
54.92221800000001,-1.613181,2006,6,22,21,40,1
55.342166000000006,-1.815018,2006,6,29,12,60,2
54.841363,-1.475993,2006,7,25,17,30,1
55.000902,-1.422326,2006,7,31,4,30,1
55.297142,-1.591116,2006,8,1,14,60,3
54.97419,-2.233991,2006,8,6,17,60,2
54.888514,-1.559253,2006,8,18,4,70,1
54.949065000000004,-1.955157,2006,8,25,10,60,2
54.977357999999995,-1.834353,2006,9,6,23,60,1
54.993632999999996,-1.484639,2006,9,6,16,70,4
55.017811,-1.425524,2006,9,16,14,30,1
54.955741,-1.586938,2006,9,19,9,30,2
55.127426,-1.502834,2006,9,9,0,30,3
54.908191,-1.4288020000000001,2006,9,21,19,30,1
54.97041,-1.416515,2006,9,29,10,30,2
54.874790000000004,-1.4350399999999999,2006,9,30,12,30,2
54.900093999999996,-1.5090700000000001,2006,10,5,17,60,1
54.961571,-1.428669,2006,10,31,23,20,2
54.928681000000005,-2.5104029999999997,2006,11,5,20,60,2
54.841058,-1.4677440000000002,2006,10,29,21,70,1
55.02203299999999,-1.7001240000000002,2006,11,12,23,70,2
54.912707,-1.617796,2006,11,18,21,60,1
55.20559300000001,-2.094872,2006,11,19,17,60,2
54.97489100000001,-1.61705,2006,11,25,15,20,1
54.912162,-1.7137330000000002,2006,11,26,7,60,1
54.964243999999994,-1.697587,2006,11,23,9,70,1
54.993269999999995,-1.576862,2006,12,10,23,70,1
54.964203000000005,-1.453935,2006,12,15,23,50,1
54.918882999999994,-1.7060400000000002,2006,12,16,3,60,1
55.201428,-1.712761,2006,12,24,14,60,2
54.657206,-1.615393,2006,4,20,19,60,3
54.739870999999994,-1.855982,2006,7,12,21,60,1
54.720648,-1.643048,2006,8,1,14,60,2
54.704893999999996,-1.737852,2006,8,18,9,60,1
54.782258999999996,-1.630067,2006,6,15,17,30,4
54.767778,-1.523573,2006,6,23,19,40,2
54.789429000000005,-1.545091,2006,7,9,1,70,2
54.81145,-1.522749,2006,8,6,9,70,1
54.755627000000004,-1.592396,2006,8,13,9,70,1
54.756659,-1.4856340000000001,2006,9,14,16,60,2
54.756347,-1.592544,2006,9,22,20,70,1
54.802526,-1.360444,2006,3,7,21,70,1
54.802448999999996,-1.4166040000000002,2006,6,16,23,30,1
54.87303299999999,-1.6043020000000001,2006,4,14,16,30,2
54.875547999999995,-1.632486,2006,8,29,20,60,1
54.823049,-1.598877,2006,9,14,13,30,1
54.873445999999994,-1.567365,2006,9,24,17,70,1
54.87041800000001,-1.7777610000000001,2006,1,27,4,60,1
54.806041,-1.682123,2006,6,27,12,60,1
54.900664,-1.757322,2006,9,11,7,60,2
54.839653000000006,-1.8842759999999998,2006,9,28,21,60,2
54.579302,-1.8101349999999998,2006,1,21,7,30,4
54.53586800000001,-1.611125,2006,2,23,2,70,2
54.53344499999999,-1.535579,2006,5,25,22,30,1
54.587621999999996,-1.63632,2006,7,2,15,60,1
54.554425,-1.655169,2006,9,21,18,60,1
54.513463,-1.551252,2006,10,21,0,30,2
54.55765699999999,-1.5960729999999999,2006,10,30,5,60,1
54.53151,-1.5468819999999999,2006,12,2,18,30,3
54.263776,-0.893473,2006,2,2,11,60,3
53.978163,-1.915952,2006,3,1,6,60,2
53.997273,-1.619213,2006,3,11,17,60,1
54.471631,-1.756782,2006,3,13,23,60,2
53.774901,-1.0972680000000001,2006,3,25,19,60,2
54.510197999999995,-1.5937620000000001,2006,4,8,15,70,1
54.406504000000005,-0.583801,2006,4,16,15,60,2
54.050217,-1.543428,2006,4,18,22,60,2
54.125714,-2.432545,2006,4,19,14,60,2
53.977393000000006,-1.0373940000000001,2006,4,20,12,60,2
54.132526,-2.2886029999999997,2006,4,22,12,60,1
54.31168,-1.57128,2006,4,28,9,70,1
54.161529,-1.4466379999999999,2006,5,5,18,70,2
54.039156000000006,-1.240132,2006,5,5,23,60,1
53.990266000000005,-1.8097740000000002,2006,5,7,2,60,1
53.97792,-1.49009,2006,5,20,5,60,1
54.378581999999994,-1.741782,2006,5,20,23,30,1
53.95876,-1.079736,2006,6,1,9,30,2
53.983498,-1.8550959999999999,2006,6,3,11,60,2
54.154427,-2.491797,2006,6,3,17,60,5
54.461890000000004,-0.66443,2006,6,4,12,60,2
54.30548,-2.10032,2006,6,10,16,60,1
54.336459,-1.4339870000000001,2006,6,16,5,30,2
54.063919999999996,-1.9365580000000002,2006,6,17,18,60,2
53.944502,-1.865134,2006,7,15,9,60,1
53.97727,-0.968324,2006,7,15,14,60,2
53.90093,-1.200332,2006,7,15,15,70,1
54.041543999999995,-0.948559,2006,7,23,13,60,2
54.500514,-1.1616469999999999,2006,8,25,14,60,2
54.138964,-0.23947600000000002,2006,8,25,23,60,1
53.969072,-1.100242,2006,9,3,22,30,2
53.788352,-1.046736,2006,9,8,12,30,1
53.99125,-1.541785,2006,9,9,12,30,2
54.392311,-1.73184,2006,9,10,12,60,1
54.218127,-1.335002,2006,9,13,12,70,2
54.365642,-1.356938,2006,9,14,7,60,2
53.988576,-1.821678,2006,9,14,14,60,6
53.967179,-1.019184,2006,9,20,4,70,2
54.195046999999995,-0.46212600000000004,2006,9,21,12,60,4
53.92463299999999,-1.060233,2006,9,23,16,60,1
53.760428000000005,-1.253971,2006,9,24,18,60,1
53.694853,-1.177738,2006,9,17,1,60,3
54.18656899999999,-0.764047,2006,9,29,22,60,1
54.066528000000005,-1.192416,2006,9,30,18,60,1
54.387721,-1.8264189999999998,2006,10,6,8,60,1
53.99111,-2.221886,2006,10,8,16,60,1
53.784147999999995,-1.238069,2006,10,15,17,60,1
54.016575,-1.311207,2006,10,25,19,60,2
54.071672,-1.536621,2006,10,26,8,60,1
54.311291000000004,-1.676879,2006,11,1,22,60,1
54.286367000000006,-1.339433,2006,11,3,7,70,2
53.650040000000004,-1.145023,2006,11,6,15,60,2
54.18943,-0.983584,2006,11,17,19,60,1
54.28228000000001,-1.8135,2006,11,30,18,60,1
53.802066,-1.2289379999999999,2006,12,3,7,60,1
53.902705000000005,-1.196949,2006,12,8,7,70,9
53.762535,-1.27502,2006,12,9,18,60,2
54.282136,-1.5780379999999998,2006,12,16,23,60,2
54.160968000000004,-1.404223,2006,12,21,19,70,2
53.935745,-1.306446,2006,12,24,0,60,1
53.746266000000006,-1.6287639999999999,2006,1,2,1,70,1
53.694618000000006,-1.7455319999999999,2006,1,5,21,50,2
53.745639000000004,-1.6014760000000001,2006,1,11,10,30,1
53.699934999999996,-1.298514,2006,1,17,1,30,1
53.685784999999996,-1.5072530000000002,2006,1,14,2,30,1
53.681854,-1.745306,2006,1,29,0,40,1
53.802556,-1.636619,2006,1,28,10,70,2
53.802133,-1.677314,2006,1,29,21,60,1
53.78521,-1.786571,2006,1,30,16,30,1
53.805427,-1.7381799999999998,2006,2,4,19,30,2
53.802845,-1.7494319999999999,2006,2,5,1,30,2
53.693779000000006,-1.354652,2006,2,19,4,30,1
53.873235,-1.871751,2006,2,12,12,40,2
53.927040000000005,-1.37436,2006,2,16,22,70,1
53.632822,-1.688286,2006,3,1,5,40,2
53.905001,-1.694331,2006,2,28,13,30,1
53.64539,-1.7592919999999999,2006,3,8,12,30,2
53.735032,-1.910526,2006,3,10,22,30,1
53.729420999999995,-1.5403930000000001,2006,3,10,23,60,1
53.668535999999996,-1.4673450000000001,2006,3,18,5,40,1
53.723678,-1.519844,2006,3,21,16,70,2
53.876486,-1.8868,2006,3,22,17,30,1
53.747592000000004,-1.651499,2006,3,25,8,60,2
53.574757999999996,-1.7255630000000002,2006,4,6,6,60,2
53.898152,-1.59683,2006,4,6,15,40,2
53.814424,-1.5575379999999999,2006,4,14,18,30,1
53.732817000000004,-1.512767,2006,4,17,2,50,1
53.724996,-1.376757,2006,4,21,2,30,4
53.666703000000005,-1.287563,2006,4,22,14,60,2
53.790774,-1.781837,2006,4,13,22,30,3
53.85615799999999,-1.591001,2006,4,19,15,40,2
53.770179000000006,-1.8298869999999998,2006,4,17,21,40,2
53.62275,-1.3345690000000001,2006,4,28,13,60,3
53.735289,-1.894153,2006,5,1,14,30,1
53.67089300000001,-1.747643,2006,4,30,16,40,1
53.63071,-2.019171,2006,4,29,11,70,2
53.848986,-1.623904,2006,4,29,23,30,1
53.619226,-1.590724,2006,5,11,7,30,3
53.830366000000005,-1.476386,2006,5,13,15,40,2
53.706552,-1.9296740000000001,2006,5,28,3,30,1
53.657098,-1.770876,2006,6,10,1,30,2
53.802935,-1.7494319999999999,2006,6,9,12,30,2
53.597366,-1.312302,2006,6,19,17,30,1
53.604076,-1.915941,2006,6,25,0,30,1
53.679176,-1.8678,2006,6,26,12,40,2
53.576451,-1.719208,2006,6,29,15,60,2
53.641489,-1.955799,2006,7,2,13,70,2
53.903859,-1.44944,2006,6,30,12,60,2
53.769705,-1.7625259999999998,2006,7,7,15,30,2
53.600528000000004,-1.496157,2006,7,13,16,30,2
53.777330000000006,-1.5407799999999998,2006,7,17,13,30,1
53.749274,-1.642538,2006,7,19,23,60,1
53.853137,-1.463028,2006,7,24,10,50,3
53.643406999999996,-1.6187770000000001,2006,7,25,22,40,2
53.810973,-1.5247700000000002,2006,7,24,23,30,1
53.853137,-1.462876,2006,7,18,10,50,2
53.821323,-1.7760580000000001,2006,8,1,23,30,2
53.90125,-1.5576860000000001,2006,8,9,23,60,1
53.829202,-1.567713,2006,8,10,7,30,2
53.769087,-1.547698,2006,8,13,19,30,3
53.710871,-1.3916620000000002,2006,8,14,14,40,3
53.70183299999999,-1.874394,2006,8,6,18,30,2
53.68877,-1.326411,2006,8,20,15,30,2
53.666373,-1.486594,2006,8,25,15,30,3
53.733343000000005,-1.555509,2006,8,29,7,70,9
53.761534,-1.893935,2006,8,20,14,30,2
53.737328000000005,-1.8661009999999998,2006,8,30,17,30,1
53.64488000000001,-1.7308560000000002,2006,9,1,21,40,3
53.730543999999995,-1.7768439999999999,2006,9,11,22,40,2
53.689747,-1.466926,2006,9,16,8,30,1
53.849196,-1.931107,2006,9,19,14,30,1
53.66619300000001,-1.7799080000000003,2006,9,25,10,40,1
53.703582,-1.77835,2006,9,29,10,30,3
53.747718000000006,-1.6640840000000001,2006,10,5,12,60,2
53.752353,-1.383025,2006,10,6,23,30,2
53.881268000000006,-1.9088450000000001,2006,10,15,19,70,2
53.812006000000004,-1.611782,2006,10,23,16,30,2
53.624489000000004,-1.5791819999999999,2006,10,29,9,60,1
53.704632,-1.458861,2006,10,30,18,40,2
53.715311,-1.67904,2006,10,25,21,30,1
53.63330500000001,-1.70144,2006,11,4,12,40,3
53.855737,-1.461474,2006,11,13,9,50,1
53.60488,-1.601291,2006,11,12,1,60,2
53.833256000000006,-1.653827,2006,11,17,21,60,2
53.834651,-1.789966,2006,11,18,19,30,1
53.85645600000001,-1.657284,2006,11,18,1,30,3
53.766507999999995,-1.8399150000000002,2006,11,18,4,30,1
53.716122999999996,-1.8725330000000002,2006,11,24,17,30,1
53.750859999999996,-1.506947,2006,12,4,6,60,2
53.749007999999996,-1.6437529999999998,2006,12,2,11,60,1
53.94750500000001,-1.9027580000000002,2006,12,4,16,60,1
53.823620999999996,-1.455202,2006,12,1,17,50,1
53.92094,-1.3942459999999999,2006,12,8,20,60,2
53.752281999999994,-1.770055,2006,12,9,18,30,1
53.876006000000004,-1.795691,2006,12,7,15,50,1
53.691511,-1.596233,2006,12,8,12,40,2
53.72300799999999,-2.057404,2006,12,8,15,40,1
53.76725,-1.514644,2006,12,15,6,70,12
53.657109,-1.444792,2006,12,24,13,60,2
53.848864,-1.7494619999999999,2006,12,30,15,40,1
53.800104000000005,-1.7722229999999999,2006,12,21,3,30,1
53.821194999999996,-1.7156,2006,12,23,8,40,2
53.503294,-1.1136030000000001,2006,1,6,21,60,3
53.585961,-0.985281,2006,1,25,10,70,2
53.463415000000005,-1.059002,2006,2,13,16,60,2
53.523727,-1.129618,2006,2,19,3,30,1
53.49576,-1.1158700000000001,2006,3,10,15,60,4
53.514258999999996,-1.137956,2006,5,25,11,30,1
53.53159399999999,-1.052965,2006,6,17,4,20,1
53.544353,-0.9760139999999999,2006,7,16,16,60,2
53.554292000000004,-1.0818940000000001,2006,8,20,2,40,1
53.572345,-1.091772,2006,8,18,13,40,2
53.438648,-1.075958,2006,9,1,11,60,2
53.49920899999999,-1.296856,2006,9,11,18,30,2
53.567246999999995,-1.015476,2006,9,24,18,40,1
53.556468,-1.049843,2006,10,4,19,50,4
53.438832999999995,-0.998575,2006,10,7,14,60,1
53.593970999999996,-1.0298129999999999,2006,10,11,19,30,1
53.481037,-1.249991,2006,10,16,10,30,1
53.492505,-1.287923,2006,10,24,18,40,1
53.537751,-1.07018,2006,10,28,10,30,1
53.511593000000005,-1.081761,2006,11,16,16,40,2
53.537684999999996,-1.171129,2006,11,21,12,40,1
53.533177,-1.310627,2006,2,8,14,30,1
53.507164,-1.725396,2006,3,10,8,60,2
53.546704000000005,-1.439446,2006,4,7,10,40,1
53.528668999999994,-1.6975,2006,4,14,12,60,2
53.537093000000006,-1.547156,2006,8,13,20,40,1
53.49873100000001,-1.426059,2006,8,11,13,30,1
53.496522999999996,-1.453675,2006,8,26,23,30,1
53.5702,-1.4093870000000002,2006,11,21,14,30,2
53.586937,-1.535898,2006,12,25,18,70,1
53.39881,-1.329194,2006,1,13,20,70,4
53.513516,-1.3807690000000001,2006,1,24,13,30,1
53.402457999999996,-1.261902,2006,2,25,23,60,1
53.39644499999999,-1.324268,2006,5,22,6,60,1
53.419366000000004,-1.293058,2006,8,4,18,40,1
53.334894999999996,-1.297459,2006,8,8,16,60,2
53.47588100000001,-1.319843,2006,8,20,18,30,1
53.462934,-1.335112,2006,8,25,20,30,1
53.409319999999994,-1.252306,2006,9,2,0,60,1
53.440075,-1.254476,2006,10,5,14,40,2
53.396535,-1.324267,2006,10,11,16,60,2
53.361408999999995,-1.2668190000000001,2006,12,6,2,60,2
53.366166,-1.359313,2006,1,29,17,40,2
53.384308999999995,-1.465938,2006,2,7,15,30,1
53.396395,-1.455109,2006,2,11,0,30,1
53.346585,-1.379134,2006,1,31,16,30,1
53.410582999999995,-1.452069,2006,2,10,20,30,1
53.420827,-1.471349,2006,3,17,7,30,2
53.409146,-1.472246,2006,3,17,20,30,1
53.413127,-1.401485,2006,4,22,23,70,5
53.439088,-1.434992,2006,5,6,16,70,1
53.38165600000001,-1.436505,2006,6,9,20,30,3
53.407194,-1.438424,2006,8,25,20,30,1
53.367830000000005,-1.439993,2006,10,2,19,30,1
53.416084999999995,-1.541973,2006,4,4,1,60,1
53.464664,-1.4649299999999998,2006,4,24,21,30,4
53.319203,-1.501428,2006,6,7,16,30,3
53.436555000000006,-1.513001,2006,6,28,21,60,1
53.380959999999995,-1.597823,2006,7,3,14,60,2
53.417044999999995,-1.51187,2006,8,9,17,30,1
53.374697999999995,-1.392254,2006,8,15,9,30,1
53.352346999999995,-1.539952,2006,9,7,18,60,2
53.34486999999999,-1.395382,2006,9,8,17,30,2
53.379690000000004,-1.544468,2006,10,24,15,60,1
53.328166,-1.474597,2006,11,3,20,30,1
53.427434999999996,-1.481802,2006,11,19,2,30,1
53.477070999999995,-1.57778,2006,12,16,0,30,1
53.326190000000004,-1.363966,2006,12,27,0,30,1
53.53919200000001,-0.09287100000000001,2006,3,6,17,30,2
53.570083999999994,-0.073962,2006,5,2,13,30,1
53.522162,-0.11882999999999999,2006,5,20,17,40,2
53.525666,-0.045804000000000004,2006,8,5,21,40,4
53.531389000000004,-0.174702,2006,9,22,12,60,1
53.608383999999994,-0.23744,2006,10,23,15,70,1
53.581008,-0.13932999999999998,2006,10,27,15,60,2
53.541489,-0.04583,2006,12,21,7,30,2
53.490223,-0.5343220000000001,2006,1,29,14,60,2
53.504661999999996,-0.8332780000000001,2006,3,2,16,60,2
53.581351,-0.439931,2006,3,20,15,70,5
53.586845999999994,-0.6319,2006,3,27,0,40,1
53.58511800000001,-0.630143,2006,4,5,13,40,2
53.607074,-0.563078,2006,5,1,15,60,1
53.478613,-0.59304,2006,5,4,14,30,2
53.679801,-0.46203500000000003,2006,6,7,18,60,2
53.555851000000004,-0.681511,2006,10,18,23,50,1
53.576130000000006,-0.64599,2006,11,26,18,40,2
53.527694,-0.671523,2006,12,29,15,60,1
53.841902000000005,-0.450172,2006,1,9,22,40,2
54.101918000000005,-0.196231,2006,1,2,22,30,2
53.937796,-0.564381,2006,1,7,17,60,1
53.697067000000004,-0.104978,2006,2,17,22,60,1
53.712006,0.05223099999999999,2006,2,7,16,60,2
53.691424,-0.9775969999999999,2006,3,9,20,60,2
54.094788,-0.292883,2006,3,16,17,60,3
53.850221,-0.419459,2006,3,22,20,30,1
53.999807,-0.792166,2006,4,5,14,60,2
53.973102000000004,-0.447136,2006,4,21,21,60,1
54.020072,-0.660308,2006,4,23,11,60,2
54.072334999999995,-0.21371500000000002,2006,5,10,20,60,2
54.006335,-0.702712,2006,5,17,19,60,2
54.081683,-0.189618,2006,6,7,16,30,2
53.74566899999999,-0.825398,2006,7,10,8,70,2
